term,category
अभी,Generic
अभी,Generic
अम,Generic
अमंग,Generic
अमड़ा,Crop
अमदुर,Crop
अमदूर,Crop
अमरुद,Crop
अमरूद,Crop
अमरूद्ध,Variety
अमित,Generic
अमिन,Generic
अमृत,Generic
अमृतपाणी,Soil Nutrient/Fertiliser
अमृत,Generic
अर,Generic
अरगट,Generic
अरबी,Crop
अरमूद,Crop
अरमोदी,Variety
अरहर,Crop
अरुण,Generic
अरे,Generic
अरेर,Generic
अर्क,Generic
अर्गट,Generic
अर्जेंट,Generic
अर्थ।,Generic
अर्ध,Numeral
अल,Generic
अलका,Variety
अलग,Generic
अलवीरा,Crop
अलान,Agriculture unit
अल्लू,Crop
अल्लोव,Generic
अल्वा,Generic
अल्हात,Generic
अवकाड़ो,Crop
अवधि,Generic
अवसक्ता,Generic
अवसाई,Generic
अवस्थाये,Generic
अवा,Crop
अवान,Generic
अवोकाडो,Crop
असि,Generic
अस्ट्रज़ेन,Generic
अस्त,Generic
अस्त्र,Generic
अस्थनधारी,Generic
अहमदाबाद,Country/Place
अहर,Generic
आ,Generic
आँख,Generic
आंकड़ा,Generic
आंवला,Crop
आंसर,Generic
आइये,Generic
आई,Generic
आईपीएम,Agri Practice
आईल,Generic
आई।,Generic
आउटब्रक,Generic
आए,Generic
आएं,Generic
आएंगे,Generic
आएगा,Generic
आएगा,Generic
आएगी,Generic
आकर्सक,Generic
आखिर,Generic
आग,Generic
आगत,Generic
आगे,Generic
आग्नेयास्त्र,Generic
आघाद,Generic
आज,Generic
आजका,Generic
आज़ाद,Generic
आजिन,Chemical Name
आज,Generic
आठ,Numeral
आता,Generic
आता।,Generic
आती,Generic
आते,Generic
आदमापुर,Country/Place
आदि,Generic
आदित,Generic
आद्र,Generic
आधा,Numeral
आना,Generic
आना,Generic
आने,Generic
आप,Generic
आपका,Generic
आपको,Generic
आपन,Generic
आपने,Generic
आपस,Generic
आपसे,Generic
आपसे।,Generic
आप,Generic
आम,Crop
आमंत्रण,Generic
आमके,Crop
आमला,Crop
आमसू,Variety
आय,Generic
आयल,Generic
आया,Generic
आया।,Generic
आयी।,Generic
आयु,Generic
आये,Generic
आये।,Generic
आर,Generic
आरंडी,Crop
आर्गेनिक,Generic
आर्मीवर्म,Pest/Disease
आल,Generic
आलमंड,Crop
आलु,Crop
आलुआ,Crop
आलू,Crop
आलूवन,Generic
आलूवा,Country/Place
आलू,Crop
आलो,Generic
आल्लाक,Generic
आवता,Generic
आवश्यक,Generic
आवश्यकता,Generic
आवसक्ता,Generic
आवाज,Generic
आशुतोष,Generic
आश्रय,Generic
आह,Generic
आहर,Generic
आहा,Generic
आ।,Generic
इ,Generic
इंग्लिश,Generic
इंच,Generic
इंची,Agriculture unit
इंटरव्यू,Generic
इंडिया,Country/Place
इंडोफिलएम,Chemical Name
इंदौर,Country/Place
इंवॉल्व,Generic
इक,Numeral
इकतालीस,Numeral
इकतीस,Numeral
इकत्तीस,Numeral
इकहत्तर,Numeral
इकीस,Numeral
इको,Generic
इक्कीस,Numeral
इख,Crop
इखका,Crop
इट,Generic
इटना,Agri Practice
इड,Generic
इडलीओ,Generic
इतना,Generic
इधन,Generic
इधर,Generic
इन,Generic
इनकरा।,Generic
इनपर,Generic
इनपुट,Generic
इनसे,Generic
इफ,Generic
इफ्को,Agriculture unit
इबका,Generic
इमरजेंस,Generic
इमामेकटिन,Chemical Name
इमें,Generic
इमेज,Generic
इयरली,Generic
इरिगेशन,Agri Practice
इरीगेशन,Agri Practice
इल,Generic
इलाज,Agri Practice
इलाज,Agri Practice
इलाद,Generic
इलाहीं,Generic
इलेडी,Generic
इल्डर,Crop
इल्ली,Pest/Disease
इल्ले,Generic
इश्क,Generic
इस,Generic
इसका,Generic
इसका,Generic
इसकी,Generic
इसके,Generic
इसको,Generic
इसको।,Generic
इसपर,Generic
इसब,Generic
इसमें,Generic
इसलिए,Generic
इससे,Generic
इसी,Generic
इसीलिए,Generic
इसे,Generic
इस्तेमाल,Generic
इस्पे,Generic
इस्रएल,Country/Place
इस्लामाबाद,Country/Place
इहे,Generic
इहो,Generic
ई,Generic
ईंधन,Generic
ईख,Crop
ईगो,Generic
ईपीआर,Generic
ईसमे,Generic
उ,Generic
उका,Generic
उक्का,Generic
उखठा,Agri Practice
उखड,Agri Practice
उखड़ल,Symptom
उखड़ा,Symptom
उखता,Agriculture unit
उखाड़ा,Agri Practice
उग,Generic
उगटा,Generic
उगता,Generic
उगती,Generic
उगन,Generic
उगना,Agri Practice
उगने,Generic
उगा,Generic
उगाई,Agri Practice
उगाऊं,Agri Practice
उगाए,Agri Practice
उगाएं,Agri Practice
उगाते,Agri Practice
उगाना,Agri Practice
उगानी,Agri Practice
उगाने,Agri Practice
उगाय,Agri Practice
उगाया,Generic
उगाये,Agri Practice
उगे,Generic
उगेंगे,Generic
उगेगा।,Generic
उघड़ते,Generic
उचित,Generic
उच्च,Generic
उच्चतम,Generic
उजला,Generic
उजले,Generic
उजा,Generic
उठ,Generic
उठाए,Generic
उठाएं,Generic
उठाएगा,Generic
उठायी,Generic
उठ्ठा,Generic
उड़द,Crop
उड़हल,Pest/Disease
उड़हुड़,Generic
उड़हुन,Pest/Disease
उड़हुल,Generic
उतना,Generic
उतरेगा,Generic
उतारे,Generic
उत्तबल,Generic
उत्तम,Generic
उत्तमतम,Generic
उत्तर,Generic
उत्तर।,Generic
उत्ताजार,Generic
उत्पज्ज,Generic
उत्पति,Generic
उत्पन,Generic
उत्पन्न,Generic
उत्पर,Generic
उत्पाद,Generic
उत्पादन,Generic
उथा,Generic
उदराई,Symptom
उदासीन,Generic
उदाहरण,Generic
उदाहरण,Generic
उदे,Generic
उद्देश्य।,Generic
उधा,Generic
उधारण,Generic
उन,Generic
उनका,Generic
उनके,Generic
उनको,Generic
उनतीस,Numeral
उनत्तर,Generic
उनमें,Generic
उनसे,Generic
उनीस,Numeral
उन्तीस,Numeral
उन्नत,Generic
उन्नीस,Numeral
उन्ही,Generic
उन्हें,Generic
उपचार,Agri Practice
उपचारण,Agri Practice
उपचारान,Agri Practice
उपचारित,Generic
उपचार,Generic
उपचास,Generic
उपज,Generic
उपजता,Generic
उपजने,Generic
उपजल,Generic
उपजा,Generic
उपजाई,Generic
उपजाउ,Generic
उपजाऊ,Generic
उपजाऊपन,Generic
उपजाए,Generic
उपजाएं,Generic
उपजाओ,Generic
उपजाता,Generic
उपजाना,Generic
उपजाने,Generic
उपजाया,Generic
उपजाये,Generic
उपजे,Generic
उपजेगा,Generic
उपज,Generic
उपटि,Generic
उपदेश,Generic
उपनि,Generic
उपनिवेशन,Agri Practice
उपयुक्त,Generic
उपयोग,Generic
उपयोगता,Generic
उपयोगी,Generic
उपयोग।,Generic
उपलब्द,Generic
उपलब्ध,Generic
उपस्था,Generic
उपाय,Agri Practice
उपाय,Generic
उपार,Agri Practice
उपारण।,Generic
उपारे,Generic
उपिदत,Generic
उपियोग,Generic
उरद,Crop
उरहुल,Country/Place
उरिद,Crop
उरीद,Crop
उर्बर,Generic
उर्बरक,Soil Nutrient/Fertiliser
उर्बरकता,Generic
उर्बरी,Generic
उर्वरक,Soil Nutrient/Fertiliser
उर्वरकता,Soil Nutrient/Fertiliser
उर्वरकों,Soil Nutrient/Fertiliser
उल्लू,Generic
उस,Generic
उसका,Generic
उसका,Generic
उसकी,Generic
उसके,Generic
उसके।,Generic
उसको,Generic
उसको।,Generic
उसने,Generic
उसपर,Generic
उसपे,Generic
उसमकोली,Variety
उसमे,Generic
उसमें,Generic
उसमें,Generic
उसरेली,Variety
उससे,Generic
उसी,Generic
उसे,Generic
उस्से,Generic
उहैतो,Generic
उ।,Generic
ऊ,Generic
ऊख,Crop
ऊग,Generic
ऊगा,Generic
ऊगाने,Agri Practice
ऊजाउ,Generic
ऊजाउ।,Generic
ऊनि,Generic
ऊपज,Generic
ऊपजता,Generic
ऊपर,Generic
ऊपरी,Generic
ऊपरे,Generic
ऊबता,Generic
ऊर्जा,Generic
ऋतुकाल,Season Name
ऋतू,Season Name
ए,Generic
एंट्री,Generic
एंड,Generic
एइट,Numeral
एओ,Generic
एक,Numeral
एकड़,Agriculture unit
एकड़,Agriculture unit
एकतालीस,Numeral
एकतीस,Numeral
एकदम,Generic
एकर,Agriculture unit
एकरगो,Generic
एकरा,Generic
एकसौ,Numeral
एकाध,Numeral
एके,Generic
एकॉन,Chemical Name
एक्का,Generic
एक्ट,Generic
एक्टि,Generic
एक्रो,Generic
एक्रोसे,Generic
एक्स,Generic
एक्सपायर्ड,Generic
एखतर,Generic
एगो,Numeral
एफडी,Generic
एज,Generic
एजेंडा,Generic
एटराजीन,Chemical Name
एट्राजिन,Chemical Name
एडलानी,Generic
एडा,Generic
एतना,Generic
एथी,Generic
एथीके,Chemical Name
एन,Generic
एनपीके,Soil Nutrient/Fertiliser
एप्प,Generic
एफपीओ,Agriculture unit
एफ़टीवी,Generic
एफिट,Pest/Disease
एबंग,Generic
एबार,Generic
एबी,Generic
एबोम,Generic
एम,Generic
एमआरआई,Generic
एमएल,Agriculture unit
एमपी,Country/Place
एमपीके,Soil Nutrient/Fertiliser
एमे,Generic
एमेर्जेंस,Agri Practice
एमैन,Generic
एरिगेशन,Agri Practice
एरिया,Generic
एल,Generic
एलआर,Variety
एलर,Generic
एलास,Generic
एलो,Crop
एलोवेरा,Crop
एवं,Generic
एवं।,Generic
एवोकाडो,Crop
एस,Generic
एसडब्लूआई,Generic
एसडब्लूएआई,Generic
एसडब्ल्यूआई,Generic
एसिटामिप्रिड,Chemical Name
एसिड,Chemical Name
एसी,Generic
एस्ट्राजिन,Chemical Name
एहने,Generic
एहि,Generic
ऐ,Generic
ऐटराजिन,Chemical Name
ऐन,Generic
ऐप,Generic
ऐब,Symptom
ऐसा,Generic
ऐसी,Generic
ऐसे,Generic
ऐसे,Generic
ऑन,Generic
ऑप्शन,Generic
ऑफ़,Generic
ऑब्लिक,Generic
ऑयस्टर,Generic
ऑल,Generic
ओ,Generic
ओंबोअर्डिंग,Generic
ओएस्टर,Variety
ओकनी,Generic
ओकर,Generic
ओकरा,Generic
ओके,Generic
ओके,Generic
ओखर,Crop
ओजन,Generic
ओटीपी,Generic
ओडहुल,Generic
ओड़हल,Generic
ओड़हुल,Generic
ओढहूल,Generic
ओढ़हुल,Generic
ओढ़ाये,Generic
ओतो,Generic
ओने,Generic
ओपी,Variety
ओमें,Generic
ओयस्टर,Generic
ओये,Generic
ओर,Generic
ओरहल,Generic
ओरहा,Generic
ओरियारपुर,Country/Place
ओरी,Generic
ओल,Generic
ओान,Generic
औ,Generic
और,Generic
औरहा,Crop
औषधिया,Generic
औसतन,Generic
क,Generic
कंगा,Generic
कंटिन्यू,Generic
कंट्रोल,Generic
कंट्रोल।,Generic
कंठ,Generic
कंठा,Generic
कंद,Generic
कंदा,Generic
कंदूर,Crop
कंनसुआ,Generic
कंपोस्ट,Soil Nutrient/Fertiliser
कंसरटिया,Generic
कइनी,Variety
कइल,Generic
कइली,Generic
कइसन,Generic
कइसे,Generic
कई,Numeral
कई।,Generic
कउनो,Generic
ककचु,Generic
ककड़ी,Crop
ककुड़ी,Crop
कक्ष,Generic
कची,Generic
कचुआ,Generic
कच्चा,Generic
कच्ची,Generic
कछुआ,Generic
कजरा,Generic
कजरी,Generic
कजुरी,Variety
कट,Generic
कटटू,Generic
कटता,Generic
कटनी,Agri Practice
कटने,Generic
कटर,Pest/Disease
कटवन,Agri Practice
कटहर,Crop
कटहल,Crop
कटा,Generic
कटाई,Agri Practice
कटिंग,Agri Practice
कटुई,Generic
कटे,Generic
कटेगा,Generic
कटैला,Variety
कट्ठा,Agriculture unit
कठोरा,Crop
कड़हाई,Generic
कढ़ी,Generic
कण्ट्रोल,Generic
कण्ड,Generic
कत्ति,Generic
कथि,Generic
कथे,Generic
कदम,Generic
कदुआ,Crop
कदूआ,Generic
कदेमां,Generic
कद्दू,Crop
कद्दू,Crop
कना,Variety
कनाएल,Agriculture unit
कनायल,Variety
कने,Generic
कनो,Generic
कन्नी,Variety
कन्हैया,Generic
कब,Generic
कब-कब,Generic
कबरने,Generic
कबसे,Generic
कबाड़ने,Generic
कबारा,Generic
कबो,Generic
कब्ज,Symptom
कब्बी,Generic
कब।,Generic
कभी,Generic
कम,Generic
कमजोर,Generic
कमरा,Generic
कमरे,Generic
कमसी,Pest/Disease
कमि,Symptom
कमीटी,Generic
कमी,Symptom
कमैनई,Generic
कम्मी,Generic
कय,Generic
कयगो,Generic
कया-क्या,Generic
कर,Generic
करंट,Generic
करआने,Generic
करके,Generic
करके।,Generic
करत,Generic
करता,Generic
करती,Generic
करते,Generic
करथी,Generic
करन,Generic
करना,Generic
करना।,Generic
करनी,Generic
करनी,Generic
करने,Generic
करबंडा,Generic
करबे,Crop
करबेनडाजिन,Chemical Name
करम,Crop
कररेर,Generic
करल,Crop
करलई,Crop
करलील,Symptom
करले,Generic
करवा,Pest/Disease
करवाए,Generic
करवाएं,Generic
करवामी,Generic
करा,Generic
कराइ,Agri Practice
कराई,Pest/Disease
कराउजी,Generic
कराए,Generic
कराएं,Generic
कराएंगे।,Generic
करात,Generic
कराना,Generic
कराय,Generic
करायला,Generic
कराया,Generic
करारे।,Generic
कराव,Generic
करावेंट,Chemical Name
करि,Generic
करिया,Variety
करियेगा,Generic
करिले,Crop
करि।,Generic
करी,Generic
करीब,Generic
करीला,Crop
करु,Generic
करुण,Generic
करू,Generic
करूं,Generic
करे,Generic
करें,Generic
करेंगे,Generic
करेंगे,Generic
करें,Generic
करेइ,Crop
करेगा,Generic
करेगा।,Generic
करेगे,Generic
करेन्गे,Generic
करेला,Crop
करेली,Crop
करेले,Crop
करेसिन,Chemical Name
करे।,Generic
करैता,Crop
करैला,Crop
करैली,Crop
करो,Generic
करोड़,Numeral
करौली,Country/Place
कर्म,Generic
कर्मी,Generic
कर।,Generic
कल,Generic
कलका,Country/Place
कलरोपायरी,Agri Practice
कलर,Generic
कलसांडे,Generic
कलस्टर,Generic
कला,Generic
कलापन,Symptom
कलि,Generic
कली,Generic
कलीतक,Generic
कलेक्शन,Generic
कलो,Generic
कल्टीवेटर,Generic
कल्ला,Generic
कल्ली,Generic
कल्ले,Generic
कवा,Generic
कष्ट,Generic
कस्टोडि,Generic
कहते,Generic
कहना,Generic
कहने,Generic
कहलिया,Variety
कहवा,Generic
कहा,Generic
कहां,Generic
कहिए,Generic
कहिया,Generic
कही,Generic
कहीना,Generic
कहे,Generic
कहेन,Generic
कहेना,Generic
क़िस्म,Variety
का,Generic
काँटा,Generic
कांगो,Country/Place
कांच,Generic
कांटों,Generic
कांड,Generic
कांदा,Crop
काकजी,Generic
काको,Generic
कागजी,Generic
काची,Generic
काचीज,Generic
काची,Generic
काजू,Crop
काट,Agri Practice
काटता,Generic
काटतो,Generic
काटने,Agri Practice
काटा,Generic
काटावाला,Pest/Disease
काटिये,Agri Practice
काटे,Generic
काढ़ा,Generic
कादा,Generic
कादो,Crop
कान,Generic
काना,Generic
कानी,Generic
काब,Generic
काबली,Variety
काम,Generic
कामासूत्र।,Generic
काय,Generic
काया,Generic
काये,Generic
कारण,Generic
कारणवस,Generic
कारण,Generic
कारन,Generic
कार्ड,Generic
कार्बेन्डाजिम,Chemical Name
कार्बोंडा,Chemical Name
कार्बोनडाज़िम,Chemical Name
कार्यों,Generic
कार्य,Generic
काल,Generic
कालत,Generic
काला,Generic
कालापन,Symptom
काला।,Generic
काली,Generic
काले,Generic
कास्त,Generic
काहा,Generic
काहा।,Generic
काहे,Generic
का।,Generic
कि,Generic
किए,Generic
किओंगी,Variety
किकुड,Generic
किकुड़,Pest/Disease
किकुड़ापन,Symptom
किकुड़ी,Crop
किचन,Generic
किचेन,Generic
किट,Pest/Disease
किटनाशक,Chemical Name
किटाणु,Pest/Disease
किटुआ,Pest/Disease
किडनी,Generic
किड़ा,Pest/Disease
किड़ापन,Symptom
किड़ा।,Pest/Disease
किड़े,Pest/Disease
कितकी,Crop
कितना,Generic
कितनासू,Pest/Disease
कितना।,Generic
कितनी,Generic
कितने,Generic
कितारी,Country/Place
किधर,Generic
किन,Generic
किनसे,Generic
किन्हीं,Generic
किया,Generic
किया।,Generic
किये,Generic
किरा,Pest/Disease
किलरा,Generic
किलाड़ी,Generic
किलो,Agriculture unit
किलोलबाई,Generic
किलो,Agriculture unit
किस,Generic
किस-किस,Generic
किसका,Generic
किसको,Generic
किसन,Generic
किसने,Generic
किसम,Variety
किसमें,Generic
किसलिए,Generic
किसान,Generic
किसानी,Agri Practice
किसिंग,Generic
किसिम,Variety
किसी,Generic
किसे,Generic
किस्म,Generic
किस्मे,Variety
किस्में,Variety
किस्म।,Variety
कि।,Generic
की,Generic
कीकरा,Pest/Disease
कीकूड़ा,Pest/Disease
कीजि,Generic
कीजिये,Generic
कीजियेगा,Generic
कीट,Pest/Disease
कीटनाशक,Chemical Name
कीटनाशकों,Chemical Name
कीटनाशक,Chemical Name
कीटनाशी,Chemical Name
कीटनास,Chemical Name
कीटर,Generic
कीटाणु,Pest/Disease
कीटे,Pest/Disease
कीटो,Pest/Disease
कीटों,Pest/Disease
कीट।,Pest/Disease
कीड़ा,Pest/Disease
कीड़ा।,Pest/Disease
कीड़े,Pest/Disease
कीड़े,Pest/Disease
कीडा,Pest/Disease
कीतना,Generic
कीन,Generic
कीना,Pest/Disease
कीमत,Generic
कीया,Pest/Disease
कीरा,Pest/Disease
कीलो,Numeral
कीस,Generic
कीसी,Generic
की।,Generic
कुआ,Agriculture unit
कुकड़,Generic
कुकड़ा,Generic
कुकड़िया,Pest/Disease
कुकड़ी,Crop
कुकर,Generic
कुकरा,Pest/Disease
कुकरापन,Generic
कुकरिया,Generic
कुकरी,Generic
कुकुड़,Generic
कुखड़ा,Generic
कुखरी,Generic
कुछ,Generic
कुछु,Generic
कुछु,Generic
कुछो,Generic
कुछ।,Generic
कुजापी,Variety
कुटकी,Crop
कुटा,Generic
कुत्ता,Generic
कुत्ता,Generic
कुत्तिया,Generic
कुत्ती,Generic
कुत्ती,Generic
कुत्त्ता,Generic
कुबाई,Variety
कुमड़ा,Crop
कुमार,Generic
कुमार,Generic
कुम्भी,Generic
कुरकुरे,Generic
कुरा,Generic
कुर्सी,Generic
कुल,Generic
कुलरु,Generic
कुश,Crop
कुहासे,Generic
कुहू,Variety
कृप,Generic
कृपया,Generic
कृमिकरण,Agri Practice
कृषि,Generic
के,Generic
केंका,Pest/Disease
केंग,Generic
केंचुआ,Generic
केअच्छे,Generic
केक,Generic
केकरु,Crop
केगो,Generic
केचुआ,Generic
केचुवा,Generic
केचूआ,Generic
केछुवा,Generic
केजी,Agriculture unit
केड़ै,Pest/Disease
केतना,Generic
केतरि,Generic
केतवन,Generic
केतारी,Crop
केति,Generic
केथी,Variety
केदर,Generic
केदारी,Variety
केदार,Generic
केना,Generic
केनैल,Generic
केबा,Generic
केभी,Generic
केमिकल,Chemical Name
केरओ,Generic
केरला,Country/Place
केरा,Crop
केराओ,Generic
केराय,Crop
केराव,Generic
केरोकटिंग,Generic
केला,Crop
केले,Crop
केव,Generic
केवड़ा,Crop
केस,Generic
केसरी,Crop
केसिंग,Generic
केसींग,Agri Practice
केहलाता,Generic
केहिनी,Country/Place
केहू।,Generic
के।,Generic
के।आलू,Crop
कै,Generic
कैंडी,Generic
कैंप,Generic
कैंसे,Generic
कैद,Generic
कैब,Generic
कैल्शियम,Soil Nutrient/Fertiliser
कैसन,Generic
कैसा,Generic
कैसी,Generic
कैसे,Generic
कैसे।,Generic
कैस।,Generic
कॉकपिट,Generic
कॉटन,Crop
कॉन्ट्रेयल,Generic
कॉन्स्टि,Generic
कॉर्न,Crop
कॉर्बेट,Country/Place
कॉल,Generic
कॉस्ट,Generic
को,Generic
कों,Generic
कोंची,Generic
कोई,Generic
कोईलि,Generic
कोईली,Generic
कोकड़ी,Variety
कोकर,Generic
कोकरा,Generic
कोची,Country/Place
कोच्ची,Country/Place
कोट,Generic
कोटन,Crop
कोटि,Generic
कोटोवा,Pest/Disease
कोड,Generic
कोडहोल,Generic
कोड़ाई,Agri Practice
कोड़ाई,Agri Practice
कोड़ी,Generic
कोढ़,Pest/Disease
कोढ़ाई,Pest/Disease
कोतारी,Agriculture unit
कोतो,Generic
कोदी,Generic
कोदो,Crop
कोन,Generic
कोने,Generic
कोनो,Generic
कोफ़ी,Crop
कोबिया,Crop
कोबी,Crop
कोभी,Crop
कोभी,Crop
कोयल,Generic
कोयली,Generic
कोलाजोल,Chemical Name
कोलायक,Generic
कोलिया,Crop
कोलोरा,Country/Place
कोष,Generic
कोसारा,Agriculture unit
कोस्टल,Country/Place
कोहड़ा,Crop
कोहा,Generic
कोहोब,Generic
कोहोरा,Generic
को।,Generic
कौ,Generic
कौची,Generic
कौड़ी,Generic
कौन,Generic
कौन-कौन,Generic
कौनची-कौनची,Generic
कौनसा,Generic
कौना,Crop
कौनो,Generic
कौन।,Generic
क्या,Generic
क्या-क्या,Generic
क्याची,Generic
क्याचीज,Generic
क्या।,Generic
क्यु,Generic
क्युकी,Generic
क्यों,Generic
क्यों।,Generic
क्र,Generic
क्रम,Generic
क्रव्य,Generic
क्राफ्ट,Generic
क्रिसिओ,Generic
क्रिसिम,Generic
क्रिस्चियन,Generic
क्रैक,Generic
क्रॉप,Crop
क्रॉप्स,Crop
क्रॉप,Generic
क्रोबीज,Chemical Name
क्लाइमेट,Generic
क्लिक,Generic
क्लोरोपाइरीफोस,Chemical Name
क्लोरोपायरीफॉस,Chemical Name
क्लोरोप्यरीफोस,Chemical Name
क्वालिटी,Generic
क्विंटल,Agriculture unit
क्वेरी,Generic
क्वेश्चन,Generic
क्वेश्चन,Generic
क्वेसटीन,Chemical Name
क्षति,Generic
क्षती,Generic
क्षमता,Generic
क्षार,Chemical Name
क्षेत्र,Agriculture unit
खकड़ी,Variety
खखड़ा,Generic
खटोही,Generic
खट्टा,Generic
खड़,Generic
खड़पतवार,Generic
खड़पतवार,Pest/Disease
खड़प्तवार,Agri Practice
खड़ा,Generic
खतम,Generic
खनिज,Soil Nutrient/Fertiliser
खबर,Generic
खबारनी,Generic
खमाखा,Generic
खर,Generic
खरतर,Generic
खरपतवार,Pest/Disease
खरपतवारो,Pest/Disease
खराब,Generic
खराब।,Generic
खरी,Season Name
खरीद,Agri Practice
खरीदें,Generic
खरीदो,Generic
खरीफ,Season Name
खर्च,Generic
खर्थुआ,Country/Place
खली,Soil Nutrient/Fertiliser
खस्सी,Generic
ख़तम,Generic
ख़त्म,Generic
ख़राब,Generic
ख़ास,Generic
खा,Generic
खांस,Symptom
खांसने,Symptom
खांसी,Symptom
खांसी,Symptom
खाई,Generic
खाए,Generic
खाएं,Generic
खाएं,Generic
खाएगा,Generic
खाके,Generic
खाखड़ा,Generic
खागरा,Country/Place
खाता,Agriculture unit
खातिर,Generic
खाती,Generic
खाद,Soil Nutrient/Fertiliser
खादों,Soil Nutrient/Fertiliser
खाद्य,Generic
खाद्य,Generic
खाद,Soil Nutrient/Fertiliser
खान,Generic
खाना,Generic
खाने,Generic
खानैला,Generic
खाय,Generic
खाये,Generic
खाये।,Generic
खालि,Generic
खाली,Generic
खास,Generic
खासी,Symptom
खास्ता,Pest/Disease
खिया,Generic
खियाना,Generic
खिलाए,Generic
खिलाएं,Generic
खिलाएंगे,Generic
खिलाओगे,Generic
खिलाना,Agri Practice
खिलाय,Generic
खिलाया,Generic
खिलाये,Agri Practice
खिलाये।,Generic
खिलावे,Agri Practice
खी,Generic
खींच,Generic
खीरा,Crop
खीरे,Crop
खीलता,Generic
खीलेगा,Generic
खीवा,Crop
खु,Generic
खुआयम,Generic
खुद,Generic
खुरपका,Generic
खुरहार,Generic
खुरा,Generic
खुराख,Soil Nutrient/Fertiliser
खुरावा,Agri Practice
खुल,Generic
खुला,Generic
खुलाना,Agri Practice
खुलेगा,Generic
खूड़,Generic
खूब,Generic
खूरपक्का,Generic
खेखासने,Generic
खेत,Agriculture unit
खेती,Agri Practice
खेतीया,Generic
खेती,Agri Practice
खेतो,Agriculture unit
खेतों,Agriculture unit
खेत,Agriculture unit
खेला,Generic
खेल,Generic
खेसारी,Crop
खैना,Generic
खैनी,Generic
खैरा,Pest/Disease
खोकी,Pest/Disease
खोखी,Generic
खोड़ा,Generic
खोद,Agri Practice
खोदो,Agri Practice
खोरहा,Generic
खोली,Agriculture unit
खोली,Agriculture unit
खोहा,Generic
ख्खरा,Generic
गंदी,Generic
गंध,Generic
गंधा,Generic
गंधि,Generic
गंधी,Symptom
गइनी,Generic
गइया,Generic
गइल,Generic
गई।,Generic
गए,Generic
गए।,Generic
गजरामृत,Soil Nutrient/Fertiliser
गठिया,Pest/Disease
गठे,Generic
गड़ाड़ी,Generic
गड़ार,Variety
गड़ारी,Generic
गड्ढा,Generic
गति,Generic
गति,Generic
गदराने,Agri Practice
गधा,Generic
गनती,Generic
गन्द,Generic
गन्दी,Generic
गन्ना,Crop
गन्ने,Crop
गपचुआ,Generic
गबभा,Generic
गब्भा,Pest/Disease
गभ,Generic
गभा,Generic
गम,Generic
गया,Generic
गयाजावा,Variety
गया।,Generic
गयी,Generic
गये,Generic
गर,Generic
गरम,Generic
गरमा,Season Name
गरात,Generic
गरार,Generic
गर्भधारण,Agri Practice
गर्भाशय,Generic
गर्मी,Season Name
गर्व,Generic
गल,Generic
गलओ,Generic
गलका,Generic
गलकी,Pest/Disease
गलके,Generic
गलत,Generic
गलता,Generic
गलते,Generic
गलन,Symptom
गलने,Symptom
गलरा,Agriculture unit
गला,Generic
गव,Crop
गवा,Generic
गहन,Generic
गहरी,Generic
गहु,Crop
गहू,Crop
गा,Generic
गाँठ,Generic
गाँधी,Generic
गाँव,Country/Place
