term,category
ऋषि,Generic
ए,Generic
एइ,Generic
एइजा,Generic
एइसन,Generic
एई,Generic
एओ,Generic
एक,Numeral
एकक,Agriculture unit
एकट्ठा,Generic
एकड़,Agriculture unit
एकदम,Generic
एकर,Agriculture unit
एकरके,Agriculture unit
एकरा,Generic
एकरे,Agriculture unit
एकरो,Agriculture unit
एके,Generic
एकेर,Agriculture unit
एको,Numeral
एगर,Generic
एगी,Generic
एगो,Numeral
एतना,Generic
एतने,Generic
एतरे,Generic
एथी,Generic
एने,Generic
एपर,Generic
एबरे,Generic
एमएल,Agriculture unit
एमे,Generic
एमेतो,Chemical Name
एमेदीदी।,Generic
एमेसे,Generic
एमे।,Generic
एमैं,Generic
एल,Generic
एलेखा।,Generic
एवाला,Generic
एस,Generic
एसटी,Generic
एसब,Generic
एससी,Generic
एसे,Generic
एह,Generic
एहि,Generic
एहिजा,Generic
एहिजान,Generic
एहिमे,Country/Place
एहिला,Generic
एही,Generic
एहींगा,Generic
एहींगे,Generic
एहीसे,Generic
एहू,Generic
एहे,Generic
ऐ,Generic
ऐके,Numeral
ऐनी,Generic
ऐसा,Generic
ऐसे,Generic
ऐसेही,Generic
ऑकर,Crop
ऑफिस,Generic
ओ,Generic
ओंकार,Generic
ओंगहि,Generic
ओइ,Generic
ओइजा,Generic
ओकर,Generic
ओकरा,Generic
ओकरे,Crop
ओकरो,Generic
ओकारा,Soil Nutrient/Fertiliser
ओके,Generic
ओजा,Generic
ओबी।,Generic
ओमे,Generic
ओमें,Generic
ओमेके,Generic
ओर,Generic
ओरवा,Generic
ओरी,Agriculture unit
ओलाख,Generic
ओवा,Generic
ओसे,Generic
ओहि,Generic
ओहिना,Generic
ओहिपे,Generic
ओहिलेखनी,Generic
ओहिलेखानी,Country/Place
ओहिसे,Generic
ओहु,Generic
ओहुमे,Generic
ओ।,Generic
और,Generic
औरि,Generic
औरो,Generic
क,Generic
कइना,Generic
कइनी,Variety
कइल,Generic
कइलक,Generic
कइलक़,Generic
कइलस।,Generic
कइला,Crop
कइलाक़,Generic
कइले,Generic
कइले।,Generic
कइल।,Generic
कइसन,Generic
कइसे,Generic
कईया,Crop
कईल,Generic
कईसन,Generic
कए,Generic
कटनी,Agri Practice
कटला,Generic
कटाई,Agri Practice
कट्टा,Agriculture unit
कट्ठा,Agriculture unit
कतना,Generic
कथि,Generic
कदी,Generic
कनिहा,Generic
कन्धा,Generic
कपड़ा,Generic
कपड़ो,Generic
कब,Generic
कबडी,Generic
कबो,Generic
कभू,Generic
कम,Generic
कमल,Generic
कमा,Generic
कमाए,Generic
कमाला,Crop
कमे,Generic
कय,Generic
कयला,Generic
कर,Generic
कर-कर,Generic
करअ,Generic
करइ,Crop
करइत,Pest/Disease
करईता,Crop
करके,Generic
करत,Generic
करतनि,Generic
करतनि,Generic
करता,Generic
करतानी।,Generic
करता।,Generic
करती,Generic
करन,Generic
करना।,Generic
करनियेसे,Generic
करनी,Generic
करने,Generic
करब,Crop
करब।,Generic
करम,Generic
करमइनी,Generic
करम।,Generic
करल,Crop
करलय,Generic
करला,Country/Place
करली,Generic
करले,Generic
करलेइ,Generic
करवावतनी,Agri Practice
करवावेनि,Generic
करा,Generic
करात,Generic
करावल,Crop
करि,Generic
करिके,Generic
करिये,Generic
करिले,Crop
करिले।,Crop
करिहन।,Generic
करि।,Generic
करीली,Variety
करी।,Generic
करे,Generic
करेंगे।,Generic
करेके,Generic
करेके।,Generic
करेनि,Generic
करेनी,Generic
करेनी,Generic
करेब,Generic
करेब,Generic
करेम,Generic
करेमे,Generic
करेम,Generic
करेला,Crop
करेला,Crop
करेवाला,Generic
करेवाले,Generic
करेसे,Generic
करे।,Generic
करैला,Crop
कर्जा,Generic
कल,Generic
कल-जइ,Generic
कलम,Agri Practice
कलल,Generic
कलवे,Generic
कलेवे,Generic
कल्याणपुर,Country/Place
कल्ला,Generic
कवंचि,Generic
कवंची,Generic
कवन,Generic
कवनो,Generic
कह,Generic
कहतनी,Generic
कहतानि,Generic
कहनी,Generic
कहम,Pest/Disease
कहल,Generic
कहला,Variety
कहले,Generic
कहलेरनि,Generic
कहा,Generic
कहाँ,Generic
कहाला,Pest/Disease
कहिले,Generic
कही,Generic
कहे,Generic
कहेले,Generic
का,Generic
काई,Generic
कागज़,Generic
काचीज,Generic
काज,Generic
काट,Generic
काटइ,Agri Practice
काटके,Generic
काटतनि,Agri Practice
काटतानि।,Generic
काटे,Generic
काठी,Generic
काथि,Generic
कान्ति,Variety
काम,Generic
कारण,Generic
कारन,Generic
कार्य,Generic
कार्यकर्म,Generic
कार्यवाही,Generic
काल,Generic
काहा,Generic
काहे,Generic
काहेकि,Generic
काहेके,Generic
काहेना,Generic
काहेला,Generic
काहेले,Generic
काहो,Generic
काहोई,Generic
का।,Generic
किटानो,Pest/Disease
कितना,Generic
किन,Generic
किनला,Variety
किनले,Generic
किनेम,Generic
किलो,Generic
किश्त,Generic
किसान,Generic
किसियल,Generic
की,Generic
कीटनाशक,Chemical Name
कीटनाशु,Chemical Name
कीटाणु,Pest/Disease
कीड़ा,Pest/Disease
कीड़ो,Pest/Disease
कीनीले,Generic
कीमत,Generic
कीसीआई,Soil Nutrient/Fertiliser
कीसीआईम,Generic
कुछ,Generic
कुछु,Generic
कुछो,Generic
कुटे,Generic
कुण्डिलपुर,Country/Place
कुदारियो,Generic
कुन्डलीपुर,Country/Place
कुन्डीरपुर,Country/Place
कुन्तला,Generic
कुभ,Generic
कुमुद,Crop
कुल,Generic
कुशल,Generic
कुसल,Generic
कुसुम,Generic
कूट,Agriculture unit
के,Generic
के-रेला,Generic
केंग,Generic
केंगः,Generic
केंगती,Generic
केंचुआ,Pest/Disease
केकर,Generic
केचुआ,Generic
केचुओं,Generic
केचुआ,Generic
केचुवाखाद,Soil Nutrient/Fertiliser
केचुवाखादर,Soil Nutrient/Fertiliser
केछुवाखाद,Soil Nutrient/Fertiliser
केतना,Generic
केतरा,Generic
केतरे,Generic
केता,Generic
केतो,Generic
केने,Generic
केपे,Generic
केबा,Generic
केमे,Generic
केमें,Generic
केमैं,Generic
केरा,Crop
केरे,Crop
केरोआ,Generic
केरोवा,Pest/Disease
केला,Crop
केलेखन,Generic
केलेखा,Agri Practice
केलेखानि,Generic
केसिया,Generic
केह,Generic
केहू,Crop
के।,Generic
कैदेइ,Generic
कैलये,Generic
कैसे,Generic
को,Generic
कोँची,Pest/Disease
कोंची,Generic
कोइ,Generic
कोई,Generic
कोड़ा,Generic
कोड़ाता,Generic
कोड़े,Pest/Disease
कोण,Generic
कोदारि,Crop
कोदारियो,Variety
कोदारी,Variety
कोदारु,Crop
कोन,Generic
कोनो,Generic
कोनों,Generic
कोभी,Crop
कोशिका,Generic
कोषा,Generic
कोषाध्यक्ष,Generic
कोषाध्यक्ष,Generic
कोषाध्यछ,Generic
कौ,Generic
कौन,Generic
कौनो,Generic
क्या,Generic
क्र,Generic
क्रय,Generic
क्विंटल,Agriculture unit
क्विंटल,Agriculture unit
क्विन्टल,Agriculture unit
खखड़ा,Generic
खटास,Symptom
खड़,Generic
खड़ा,Generic
खतरा,Generic
खतिरा,Generic
खपड़ों,Generic
खयल,Generic
खर,Generic
खरच,Generic
खरचा,Generic
खराप,Generic
खराब,Generic
खरिदलख,Generic
खरीद,Generic
खरीदनी,Agriculture unit
खरीदनी।,Generic
खरीदले,Generic
खरीदारी,Agri Practice
खली,Soil Nutrient/Fertiliser
ख़राब,Generic
ख़रीद,Generic
ख़रीदे,Generic
ख़ाएम,Generic
ख़ातिरा,Generic
ख़ुशी,Generic
खा,Generic
खाइ,Generic
खाइके,Generic
खाई,Generic
खाएके,Generic
खाएब,Generic
खाके,Generic
खातिर,Generic
खातिरा,Generic
खातिर।,Generic
खातीं,Generic
खाद,Soil Nutrient/Fertiliser
खादर,Generic
खादरे,Soil Nutrient/Fertiliser
खादवा,Soil Nutrient/Fertiliser
खादा,Soil Nutrient/Fertiliser
खादों,Soil Nutrient/Fertiliser
खाद्य,Generic
खाद,Soil Nutrient/Fertiliser
खाना,Generic
खानी,Generic
खाबल,Generic
खायी,Generic
खायी।,Generic
खाये,Generic
खाला,Generic
खाली,Generic
खावेके,Generic
खिनीके,Generic
खियावे,Agri Practice
खियाही,Pest/Disease
खिसिआइल,Symptom
खिसियाइल,Generic
खीसाइलो,Chemical Name
खुदी,Generic
खुदे,Generic
खुपि,Generic
खुरपी,Generic
खुर्र,Generic
खुल्ला,Generic
खुल्ले,Generic
खूब,Generic
खे,Generic
खेत,Agriculture unit
खेतवा,Agriculture unit
खेतियों,Generic
खेती,Agri Practice
खेती,Agri Practice
खेते,Agriculture unit
खेल,Generic
खेलते,Generic
खेलल,Generic
खेला,Generic
खेला,Generic
खैबा,Generic
खोखरे,Generic
खोजतरा,Generic
खोद,Agri Practice
खोन,Generic
खोनाइ,Generic
खोल,Generic
खोलियो,Generic
खोली,Agriculture unit
गइ,Generic
गइनी,Generic
गइनी,Generic
गइया,Generic
गइल,Generic
गइला,Generic
गइला,Generic
गइले,Generic
गइल।,Generic
गईल,Generic
गईल।,Generic
गऊ,Generic
गएस,Generic
गठन,Generic
गड्डा,Generic
गढ़ाई,Agri Practice
गढ्ढा,Generic
गढ्ढा,Generic
गन्दा,Generic
गयी,Generic
गरम,Generic
गवा,Generic
गवाल,Generic
गहरा,Generic
गहराई,Generic
गहरा।,Generic
गहरे,Generic
गांव,Country/Place
गाई,Generic
गाऊँ,Generic
गाजी,Generic
गाढ़ा,Generic
गाय,Generic
गिने,Generic
गिरवाल,Generic
गिराइब,Generic
गिराई,Generic
गिरावल,Country/Place
गिरावे,Generic
गिरी,Generic
गिरेला,Generic
गिरैनी,Agriculture unit
गिरैला,Generic
गिरोउला,Generic
गिलानी,Generic
गिलास,Generic
गुड़,Generic
गुड़ाई,Agri Practice
गुण,Generic
गुरु,Generic
गेलख,Generic
गेहू,Crop
गेहेराई,Generic
गैलेसे,Generic
गैस,Generic
गैसवा,Generic
गो,Generic
गोखेला,Generic
गोद,Generic
गोपालगंज,Country/Place
गोबर,Soil Nutrient/Fertiliser
गोबरे,Soil Nutrient/Fertiliser
गोबरो,Soil Nutrient/Fertiliser
गोबी,Crop
गोबे,Generic
गोलाप,Crop
गौमूत्र,Soil Nutrient/Fertiliser
गौमूत्रो,Soil Nutrient/Fertiliser
ग्राम,Crop
ग्राम,Crop
ग्लास,Generic
घंटा,Generic
घड़ी,Generic
घन,Generic
घनजीवामृत,Soil Nutrient/Fertiliser
घर,Generic
घरवा,Generic
घरसे,Generic
घरहि,Generic
घरे,Generic
घरेइ,Generic
घरेलु,Generic
घरे,Generic
घाटा,Generic
घाम,Generic
घामा,Symptom
घासवा,Crop
घिऊड़ा,Generic
घुन,Pest/Disease
घुमत,Generic
घुमवला,Symptom
घुमा,Generic
घुमाये,Generic
घुमावे,Generic
घुमौला,Agri Practice
घुल,Generic
घेवड़ा,Variety
घो,Generic
घोरे,Generic
घोल,Generic
घोलवा,Variety
घोला,Generic
चंद्र,Generic
चछठला,Generic
चटिये,Generic
चटियो,Generic
चटी,Generic
चट्टी,Generic
चम्पारण,Country/Place
चम्पारण,Country/Place
चयन,Agri Practice
चरचा,Generic
चरण,Generic
चरावे,Agri Practice
चरौला,Variety
चर्चा,Generic
चल,Generic
चलत,Generic
चलतनि,Generic
चलता,Generic
चलता,Generic
चलन,Generic
चलबे,Generic
चलवा,Pest/Disease
चला,Generic
चलाई,Generic
चलाव,Generic
चलावे,Generic
चलिए,Generic
चली,Generic
चलीं,Generic
चली।,Generic
चले,Generic
चलेके,Generic
चलेके,Generic
चलेब।,Generic
चलेम।,Generic
चलेला,Generic
चलेला।,Generic
चलो,Generic
चवन्नी,Numeral
चाँद,Generic
चार,Numeral
चारगुना,Numeral
चारचा,Generic
चारसो,Numeral
चारु,Generic
चारो,Numeral
चाल,Generic
चावल,Crop
चास,Country/Place
चास,Generic
चाह,Generic
चाहत,Generic
चाहतनी,Generic
चाहतनी।,Generic
चाहतानी।,Generic
चाहता।,Generic
चाहा,Generic
चाहि।,Generic
चाही,Generic
चाही।,Generic
चाहे,Generic
चाहेम,Generic
चिकन,Generic
चिट,Generic
चिड़इ,Generic
चिड़ई,Generic
चिड़िया,Generic
चित्राइले,Generic
चिन्हवा,Generic
चिन्हा,Generic
चीज,Generic
चीना,Country/Place
चीनी,Generic
चीन्हा,Generic
चुकल,Generic
चुकी,Generic
चुडुंग,Generic
चुन,Soil Nutrient/Fertiliser
चुनके,Generic
चुनतानी,Generic
चुनल,Soil Nutrient/Fertiliser
चुना,Soil Nutrient/Fertiliser
चुनाइ,Agri Practice
चुनाइल,Agri Practice
चुनाई,Agri Practice
चुनाई।,Agri Practice
चुनाव,Generic
चुनावती,Generic
चुने,Soil Nutrient/Fertiliser
चुनो,Generic
चेहा,Pest/Disease
चौड़ा,Generic
चौड़ाइयो,Generic
चौड़ाई,Generic
चौड़ाई।,Generic
चौडाईयो,Generic
चौथका,Numeral
चौथा,Numeral
चौथाई,Numeral
चौदह,Numeral
चौदहि,Numeral
चौदहे,Numeral
चौबीस,Numeral
चौरासी,Numeral
छ,Generic
छः,Numeral
छना,Crop
छमता,Generic
छयादार,Generic
छलोना,Agri Practice
छवे,Numeral
छहवा,Numeral
छाई,Generic
छान,Agri Practice
छानत,Agri Practice
छानतानी,Generic
छाना,Generic
छाने,Agri Practice
छाया,Generic
छायादार,Generic
छायेदार,Generic
छाह,Generic
छाहा,Generic
छाहो,Generic
छिट,Agri Practice
छिटतनी,Agri Practice
छिटतनी,Agri Practice
छिटनी,Agri Practice
छिटने,Agri Practice
छिटला,Generic
छिटा,Generic
छिटाइ,Agri Practice
छिटाई,Agri Practice
छिटायी।,Agri Practice
छिडकाई,Agri Practice
छिड़कला,Agri Practice
छिड़का,Agri Practice
छिड़काई,Agri Practice
छिड़काव,Agri Practice
छींटतरु।,Agri Practice
छींटे,Agri Practice
छीटत,Agri Practice
छीटा,Symptom
छीटाइ,Agri Practice
छीटिले,Symptom
छीटे,Symptom
छीटेके,Generic
छीतिआव,Generic
छुवे,Agriculture unit
छूट,Generic
छेँया,Generic
छेटी,Generic
छेड़,Agri Practice
छेद,Generic
छै,Numeral
छोट,Generic
छोटका,Generic
छोटारी,Generic
छोड़,Generic
छोड़के,Generic
छोडेम,Generic
जइ,Crop
जइबे,Generic
जइसन,Generic
जइसे,Generic
जइहन,Generic
जइहा,Generic
जई,Crop
जईसन,Generic
जईहे,Generic
जखनि,Generic
जगह,Country/Place
जगावे,Generic
जड़,Generic
जड़ो,Generic
जदि,Generic
जदी,Generic
जन,Generic
जनरल,Generic
जनि,Generic
जनित,Generic
जब,Generic
जबकि,Generic
जबले,Generic
जबाब,Generic
जम,Generic
जमता,Generic
जमा,Generic
जमी,Generic
जमीं,Generic
जमीनो,Generic
जरा,Generic
जरिये,Generic
जरुरत,Generic
जरुरी,Generic
जरुरीये,Generic
जला,Generic
जलासन,Symptom
जल्दी,Generic
जवन,Generic
जवना,Generic
जवान,Generic
जहर,Generic
जहरों,Generic
जहा,Generic
जा,Generic
जांच,Generic
जां।,Generic
जाइ,Generic
जाइब,Generic
जाइबो,Generic
जाइलु,Generic
जाई,Crop
जाईल,Generic
जाई,Crop
जाए,Generic
जाएके।,Generic
जाओ,Generic
जाओ।,Generic
जाके,Generic
जाग,Generic
जागरुकता,Generic
जात,Generic
जातनि,Variety
जातनि,Generic
जातनी,Generic
जातनी,Variety
जाता,Generic
जाता।,Generic
जादे,Generic
जान,Generic
जानकारी,Generic
जानत,Generic
जानतनी,Generic
जानतानी,Generic
जानल,Generic
जानी,Generic
जानीले,Generic
जानी।,Generic
जाने,Generic
जाने।,Generic
जाम,Generic
जामता,Generic
जामल,Generic
जामी,Generic
जामेला,Generic
जाय,Generic
जायी,Generic
जायी,Generic
जाये,Generic
जायेगा,Generic
जायेगा,Generic
जायेम,Generic
जाये।,Generic
जारहल,Generic
जाला,Generic
जाला।,Generic
जाले,Generic
जाले।,Generic
जावर,Crop
जावे,Generic
जाहा,Generic
जा।,Generic
जिंदगी,Generic
जिकासे,Generic
जितना,Generic
जिन,Generic
जिनका,Generic
जिबका,Pest/Disease
जिबनु,Generic
जिबानु,Generic
जिबिका,Generic
जिम्मेवारी,Generic
जिला,Country/Place
जिला,Agriculture unit
जिल्ला,Country/Place
जिव,Generic
जिवका,Generic
जिहेंसन,Chemical Name
जी,Generic
जीकर,Generic
जीवका,Generic
जीवा,Generic
जीवाड़ू,Generic
जीवाणु,Generic
जीवाणुओ,Pest/Disease
जीवामृत,Soil Nutrient/Fertiliser
जीविका,Generic
जुट,Crop
जुटल,Generic
जुटवा,Generic
जुटे,Generic
जुड़,Generic
जुड़ल,Generic
जुड़ला,Generic
जुड़ाई,Agri Practice
जुने,Month Name
जुल,Month Name
जूट,Crop
जे,Generic
जेंगइ,Crop
जेकर,Generic
जेकरा,Generic
जेतना,Generic
जेन,Generic
जेनेरल,Generic
जेभि,Generic
जेमे,Generic
जेमें,Generic
जैके,Generic
जैनी,Generic
जैविक,Generic
जैसा,Generic
जैसे,Generic
जॉन,Generic
जो,Generic
जोइओ,Generic
जोतला,Agri Practice
जोतवावतनी,Agri Practice
जोतवावला,Generic
जोता,Agri Practice
जोताई,Agri Practice
जोताता,Agri Practice
जोताला,Agriculture unit
जोदी,Generic
जोन,Generic
जोनी,Generic
जोहर,Generic
जौन,Crop
जौना,Crop
ज्याद,Generic
ज्यादा,Generic
ज्यादे,Generic
ज्ये,Generic
झरना,Generic
झाड़ू,Generic
झारल,Generic
झिगुणी,Generic
झुटो,Generic
झूट,Generic
झूल,Generic
टाइज,Generic
टाइम,Generic
टाई,Generic
टेप,Generic
टॉप,Generic
टोकरी,Generic
टोला,Agriculture unit
ठंडा,Generic
ठड़े,Generic
ठहरावल,Symptom
ठिकहि,Generic
ठीक,Generic
ठीकबा,Generic
ठीके,Generic
ठीक,Generic
ठोस,Generic
डंटा,Pest/Disease
डंटो,Generic
डंडा,Generic
डंडा,Generic
डंडो,Generic
डलला,Generic
डलले,Generic
डलवा,Generic
डला,Generic
डलाइ,Generic
डलाइ,Generic
डलाई,Generic
डलात,Generic
डलायेला,Generic
ड़ालीले,Generic
डांटा,Generic
डाई,Chemical Name
डाल,Generic
डाल-ल्ले,Generic
डालत,Generic
डालतनी,Generic
डालतनी।,Agri Practice
डालतानी,Agri Practice
डालतानी,Generic
डालम।,Generic
डालल,Generic
डाला,Generic
डालाता,Generic
डाली,Generic
डाले,Generic
डालेला,Generic
डी,Generic
डीब्बा,Generic
डेढ़,Numeral
डेरापे,Generic
डेल,Generic
डेाले,Generic
ढक,Generic
ढककर,Generic
ढकतनी,Generic
ढकनी,Generic
ढकल,Generic
ढकला,Generic
ढकले,Generic
ढकहु,Generic
ढके,Generic
ढलाई,Agri Practice
ढ़ाके,Generic
ढाक,Crop
ढाका,Generic
ढाला,Generic
ढेर,Generic
ढेलवा,Generic
ढेलोवा,Country/Place
त,Generic
तंदुरुस्ती,Generic
तइयार,Generic
तक,Generic
तटे,Generic
तत्त्व,Generic
तत्व,Generic
तन,Generic
तनि,Generic
तनि।,Generic
तनी,Generic
तनीये,Pest/Disease
तनी।,Generic
तब,Generic
तबे,Generic
तबो,Generic
तब,Generic
तयार,Generic
तयारी,Generic
तरकीब,Generic
तरफ,Generic
तरसन,Symptom
तरह,Generic
तरा,Generic
तराईल,Country/Place
तरावट,Generic
तरिक,Generic
तरीका,Agri Practice
तरे,Generic
तले,Generic
तवन,Generic
तहम,Generic
तहरा,Generic
तहरा।,Generic
ता,Generic
ताकि,Generic
ताटे,Generic
तानी,Generic
तार,Generic
तारीख,Generic
तालाब,Agriculture unit
तासी,Generic
ताहलो,Generic
ताहो,Generic
तिगुना,Numeral
तिस,Crop
तिसरका,Season Name
तीन,Numeral
तीनसो,Numeral
तीनू,Generic
तीनो,Numeral
तीस,Numeral
तुरन्त,Generic
तुलोनी,Generic
तू,Generic
तेगो,Generic
तेयर,Generic
तेयेर,Generic
तैयार,Generic
तैर,Generic
तैरा,Generic
तैराता,Generic
तैरे,Generic
तो,Generic
तोके,Generic
तोड़े,Generic
तोन,Agriculture unit
तोपला,Generic
तोपा,Generic
तोपाई,Generic
तोरा,Generic
तोह,Generic
त्त-त्र,Generic
त्योहार,Generic
त,Generic
थैला,Generic
थोड़ा,Generic
थोड़ेला,Generic
दखिये,Generic
दयल,Generic
दर,Generic
दल,Crop
दलित,Generic
दल्ला,Pest/Disease
दवा,Generic
दवाई,Generic
दवाल,Generic
दस,Numeral
दस्तखत,Generic
दस्ताना,Generic
दहिना,Generic
दही,Generic
दाए,Generic
दादा,Generic
दाना,Generic
दाना,Symptom
दाया,Generic
दायां,Generic
दाये,Generic
दाल,Crop
दालके,Generic
दालौला,Generic
दाल्ला,Generic
दावा,Generic
दाहरके,Generic
दिअल,Generic
दिआई,Generic
दिआल,Generic
दिक्कत,Generic
दिखा,Generic
दिखावत,Generic
दिखावा,Generic
दिन,Generic
दिनतक,Generic
दिबो,Generic
दिम,Pest/Disease
दिया,Generic
दियाई,Generic
दियाई।,Generic
दियाओ,Generic
दियाता,Variety
दियासलाई,Generic
दिलवावल,Variety
दिलावल,Variety
दिह,Agriculture unit
दिहनि।,Generic
दिहल,Generic
दिहलजाई,Generic
दिहि,Generic
दिाइ,Generic
दी,Generic
दीअल,Generic
दीआई,Agri Practice
दीजिये,Generic
दीद,Pest/Disease
दीदी,Generic
दीदी।,Generic
दीपक,Generic
दीवाले,Generic
दी।,Generic
दुआर,Generic
दुआरिए,Variety
दुइ,Numeral
दुइये,Generic
दुगुना,Numeral
दुगो,Generic
दुनो,Generic
दुब,Crop
दुरी,Agri Practice
दुर्गा,Generic
दुवार,Crop
दुवारा,Generic
दुसरका,Numeral
दुसरो,Numeral
दू,Generic
दूबार,Generic
दूसर,Numeral
दूसरा,Numeral
दे,Generic
देइ,Generic
देके,Generic
देख,Generic
देखत,Generic
देखतनि,Generic
देखनिह,Generic
देखल,Generic
देखले,Generic
देखस।,Generic
देखा,Generic
देखावत,Generic
देखावतानी।,Generic
देखावा,Generic
देखि,Generic
देखिये,Generic
देखी,Generic
देखे,Generic
देखेक,Generic
देखेके,Generic
देखेब,Generic
देखेला।,Generic
देजी,Generic
देत,Generic
देतनि,Generic
देतनि।,Generic
देतनी,Generic
देता,Generic
देती,Generic
देती।,Generic
देदी,Generic
देनी,Generic
देब,Generic
देब।,Generic
देम,Generic
देम।,Generic
देयल,Generic
देयी,Generic
देल,Generic
देला,Generic
देला।,Generic
देले,Generic
देवत,Generic
देवनी,Variety
देवल,Generic
देवलअइ,Generic
देवा,Generic
देवानी,Variety
देवाला,Generic
देवी,Generic
देवी,Generic
देवे,Generic
देवेके,Generic
देवेके,Generic
देवेनि,Variety
देशी,Generic
देसी,Generic
देह,Generic
देहनी,Variety
देहनी,Generic
देहब,Generic
देहम,Generic
देहल,Generic
देहल-लइ,Agri Practice
देहला,Generic
देहली,Country/Place
देहले,Generic
देहले।,Generic
देहे,Generic
दे,Generic
दैजण,Numeral
दैनि,Generic
दैने,Generic
दो,Numeral
दोके,Generic
दोसर,Numeral
ध,Generic
धंदा,Generic
धइल,Generic
धक,Generic
धकेल,Generic
धके,Generic
धनवा,Variety
धन्यबाद,Generic
धन्यवाद,Generic
धन्यवाद,Generic
धन्वा,Crop
धयेर्न,Generic
धरत,Generic
धरतनी,Generic
धरा,Generic
धराई,Agri Practice
धरे,Generic
