_id,uid,model,error_type,ref_word,hyp_word,start_time,end_time,clip_path
a5f5a81f,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,పసుపు,0.0,0.7,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
002a2ec5,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,సాగు,0.7,1.0,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
84c1e988,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,లో,1.0,1.2,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
3de6fdd6,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,దుంప,1.2,1.8,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
0fb0ea44,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,కుళ్లు,1.8,2.1,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
6040ce53,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,తెగులు,2.1,2.2,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
8ac60fc5,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,యాజమాన్యం,2.2,3.3,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
b3b03541,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,దుంప,3.3,3.9,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
6e4e6403,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,కుళ్ళు,3.9,4.2,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
1fb1b18a,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,తెగులు,4.2,4.3,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
a562a7bd,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,నీ,4.3,4.7,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
5d92950b,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,అడుగు,4.7,5.4,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
9933b0b1,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,రోగం,5.4,6.0,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
58f7294b,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,వేరు,6.0,6.5,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
a1075c12,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,కుళ్లు,6.5,6.7,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
5f59afca,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,మరియు,6.7,7.4,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
19716cc3,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,కొమ్మ,7.4,8.1,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
8393a0ab,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,కుళ్ళు,8.1,8.3,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
63f37cb1,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,అని,8.3,8.8,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
470ef908,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,కూడా,8.8,9.0,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
1e12fd6b,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,అంటారు,9.0,9.5,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
12d546fa,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,ఇది,9.5,9.7,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
956855e9,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,నష్టం,9.7,11.2,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
c46e18d2,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,అధికంగా,11.2,11.5,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
662e074d,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,50,11.5,13.0,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
7dec8d44,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,నుండి,13.0,13.3,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
e5d8ba2f,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,60,13.3,13.5,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
904cff91,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,శాతం,13.5,14.3,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
7a113305,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,ins,,దిగుబడి,14.3,14.9,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
08578346,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,sub,No,పడిపోయే,14.9,15.5,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
e442ecbb,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,sub,Transcription,అవకాశం,15.5,16.1,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
c5d33521,18yNWooosiYpwb-pYfLi5M4crrxd-JOmK,google,sub,Available,ఉంది,16.1,16.4,wav_files/telugu/18yNWooosiYpwb-pYfLi5M4crrxd-JOmK_16000.wav
43adeb58,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,విత్తన,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
a38404a5,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,sub,శుద్ధి,విత్తనశుద్ధి,3.6,4.8,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
5fed03ba,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,ఎడతెరిపి,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
c715a0c1,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,sub,లేని,ఎడతెరిపిలేని,5.8,6.8,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
60962692,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,నీరు,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
d9eddfee,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,నిలబడి,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
580190c8,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,ఉండి,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
7429255c,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,మురుగు,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
73ae42fc,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,నీరు,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
ab7448eb,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,పోయే,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
ef7c4bb0,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,సౌకర్యం,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
c34d2a61,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,లేని,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
63e3a9bb,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,sub,సోకే,సోకితే,15.8,16.1,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
e6ce8a96,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,ఉంటుంది,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
eb3e518e,1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa,google,del,.,,0.0,17.76,wav_files/telugu/1mliPJVGxe4gu0ALDRs_6pu05jv8lhCTa_16000.wav
0abfb9a3,1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY,google,sub,తెగుళ్లు,తెగుళ్ళు,0.4,1.1,wav_files/telugu/1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY_16000.wav
3d70d641,1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY,google,sub,ఆగష్టు,ఆగస్టు,1.1,1.9,wav_files/telugu/1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY_16000.wav
067b315c,1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY,google,del,",",,0.0,6.04,wav_files/telugu/1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY_16000.wav
99854138,1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY,google,del,అవుతుంది,,0.0,6.04,wav_files/telugu/1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY_16000.wav
d5ec9e77,1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY,google,del,.,,0.0,6.04,wav_files/telugu/1cL5wCTlTYFxgOO8BGC5a0bn1HnnQxTNY_16000.wav
e10b7e8c,1K-4ZOAqWWAyhSlLXNbujMnlqBa4DdoSZ,google,del,No,,0.0,9.42,wav_files/telugu/1K-4ZOAqWWAyhSlLXNbujMnlqBa4DdoSZ_16000.wav
9839944c,1K-4ZOAqWWAyhSlLXNbujMnlqBa4DdoSZ,google,del,Transcription,,0.0,9.42,wav_files/telugu/1K-4ZOAqWWAyhSlLXNbujMnlqBa4DdoSZ_16000.wav
5d50dab4,1K-4ZOAqWWAyhSlLXNbujMnlqBa4DdoSZ,google,del,Available,,0.0,9.42,wav_files/telugu/1K-4ZOAqWWAyhSlLXNbujMnlqBa4DdoSZ_16000.wav
8f5dbc36,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,పసుపు,0.0,0.8,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
cded9725,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,సాగు,0.8,1.1,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
c902ad42,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,లో,1.1,1.3,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
11bef7cc,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,దుంప,1.3,2.0,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
4a389bb7,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,కుళ్ళు,2.0,2.3,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
5c9091d4,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,తెగులు,2.3,2.4,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
f22f9cf4,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,లక్షణాలు,2.4,3.1,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
fa848a74,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,మొక్క,3.1,4.3,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
ac7d85b0,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,కాండం,4.3,4.8,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
51fff5a9,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,మీద,4.8,5.0,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
b2e7a29d,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,నీటితో,5.0,6.0,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
835a380a,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,తడిసిన,6.0,6.3,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
d7074a05,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,మాదిరిగా,6.3,7.1,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
b3c31d01,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,మచ్చలు,7.1,8.0,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
a19114cc,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,ఏర్పడతాయి,8.0,8.8,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
a27d1a10,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,ins,,ఈ,8.8,9.3,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
a3a688ee,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,sub,No,మచ్చలు,9.3,9.9,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
94e550fa,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,sub,Transcription,తర్వాత,9.9,10.6,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
ec48d1c6,1H1eijLJggUnLkqYkANGEp-1_7dH20daM,google,sub,Available,గోధుమరంగు,10.6,11.6,wav_files/telugu/1H1eijLJggUnLkqYkANGEp-1_7dH20daM_16000.wav
e19ec945,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,del,అక్కడక్కడా,,0.0,14.14,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
97c8c7f7,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,sub,పొలంలో,అక్కడక్కడ,0.9,1.3,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
89a35b9d,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,del,.,,0.0,14.14,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
e03568b5,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,del,మొక్కల్లో,,0.0,14.14,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
160283ab,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,del,తొలత,,0.0,14.14,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
716970fa,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,sub,వాడిపోయి,వాడిపోయిన,11.0,11.8,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
9f0c9c2b,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,sub,రంగుకి,రంగుకు,12.6,13.0,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
5ea3d78d,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,del,ఎండిపోతాయి,,0.0,14.14,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
fc38e577,1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7,google,sub,.,2,13.4,14.0,wav_files/telugu/1Qq6czv_NsFCmw8nR9luiFarYAe2U72z7_16000.wav
cd5484d5,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,sub,తర్వాత,పాత,0.0,0.6,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
a8e3ec5c,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,ins,,ఉన్న,2.1,2.3,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
54c3d2eb,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,ins,,ఆకులను,3.1,3.7,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
dd5abcab,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,sub,ఆకులకి,ఈ,3.7,4.1,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
6f50ebeb,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,sub,.,పొలం,5.1,6.2,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
c26d5455,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,sub,పొలంలో,లో,6.2,6.4,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
f5f6717f,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,sub,సుడులుగా,గా,8.0,8.2,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
a57fe082,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,del,.,,0.0,11.535,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
63746f2c,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,del,వేర్లు,,0.0,11.535,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
0074542c,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,del,నల్లబడి,,0.0,11.535,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
b420ccb7,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,del,కుళ్లిపోతాయి,,0.0,11.535,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
30b429df,1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk,google,del,.,,0.0,11.535,wav_files/telugu/1oXmjnzj_Q1S1QBuEgp4maJFqBE4cPrvk_16000.wav
6433bafa,1UtNAXWeiqDFgza2xondDeAUOCdq-DL7Z,google,sub,మొక్కలకు,మొక్కల,1.0,1.7,wav_files/telugu/1UtNAXWeiqDFgza2xondDeAUOCdq-DL7Z_16000.wav
ebd78646,1UtNAXWeiqDFgza2xondDeAUOCdq-DL7Z,google,sub,"వేర్లు,కొమ్మలు",కు,1.7,1.9,wav_files/telugu/1UtNAXWeiqDFgza2xondDeAUOCdq-DL7Z_16000.wav
066546e0,1UtNAXWeiqDFgza2xondDeAUOCdq-DL7Z,google,sub,మళ్ళీ,వేళ్లు,1.9,2.8,wav_files/telugu/1UtNAXWeiqDFgza2xondDeAUOCdq-DL7Z_16000.wav
