_id,uid,model,error_type,ref_word,hyp_word,start_time,end_time,clip_path
25c49fb1,ed79253b-45b6-4eb7-8f9d-3f55564a1f78,google,del,उगो,,0.0,5.753,wav_files/ed79253b-45b6-4eb7-8f9d-3f55564a1f78_16000.wav
08aabfa6,ed79253b-45b6-4eb7-8f9d-3f55564a1f78,google,sub,?,होगा,4.0,4.3,wav_files/ed79253b-45b6-4eb7-8f9d-3f55564a1f78_16000.wav
50bacc21,d9bd5eb2-3916-4ac8-bd72-3879bd1db817,google,ins,,और,1.9,2.1,wav_files/d9bd5eb2-3916-4ac8-bd72-3879bd1db817_16000.wav
210e9d73,d9bd5eb2-3916-4ac8-bd72-3879bd1db817,google,sub,उर्वरक,बड़ा,2.1,2.4,wav_files/d9bd5eb2-3916-4ac8-bd72-3879bd1db817_16000.wav
2b6f5e74,d9bd5eb2-3916-4ac8-bd72-3879bd1db817,google,sub,डालें?,डालें,2.9,3.2,wav_files/d9bd5eb2-3916-4ac8-bd72-3879bd1db817_16000.wav
1aa90d39,ccb634d4-0bc0-4cef-9efe-3ec20eb87c17,google,sub,करें?,करें,2.7,3.1,wav_files/ccb634d4-0bc0-4cef-9efe-3ec20eb87c17_16000.wav
a3cf6150,61d57f9b-969d-4535-903c-5071e2dd7a9c,google,sub,करें?,करें,2.1,2.4,wav_files/61d57f9b-969d-4535-903c-5071e2dd7a9c_16000.wav
edab0e0f,5675a5fa-7bc7-468a-8755-d85b2a3c13a4,google,sub,खेती!,खेती,1.1,1.2,wav_files/5675a5fa-7bc7-468a-8755-d85b2a3c13a4_16000.wav
59fcc849,81b6ff12-8838-4afc-bf14-87afb3d38063,google,sub,खेती।,खेती,1.2,1.4,wav_files/81b6ff12-8838-4afc-bf14-87afb3d38063_16000.wav
9a1d3f5a,feabfbd2-dd5c-457d-b16c-4b4b6c269858,google,sub,करें?,करें,3.0,3.5,wav_files/feabfbd2-dd5c-457d-b16c-4b4b6c269858_16000.wav
133d4878,3a5139ee-7c75-4387-8139-ffb57c780a83,google,sub,है।,है,4.8,5.0,wav_files/3a5139ee-7c75-4387-8139-ffb57c780a83_16000.wav
acf9e5b6,dd8deb79-0efc-4d8b-b003-b577674d937a,google,del,दे,,0.0,8.233,wav_files/dd8deb79-0efc-4d8b-b003-b577674d937a_16000.wav
bc19bb69,dd8deb79-0efc-4d8b-b003-b577674d937a,google,sub,विटामिन,देख,4.1,4.7,wav_files/dd8deb79-0efc-4d8b-b003-b577674d937a_16000.wav
e9d6af3e,dd8deb79-0efc-4d8b-b003-b577674d937a,google,sub,?,टाइमिंग,4.7,5.3,wav_files/dd8deb79-0efc-4d8b-b003-b577674d937a_16000.wav
672441a8,6e71db2b-b414-4114-ba25-286c2742ac41,google,sub,बाँस,भारत,2.6,3.9,wav_files/6e71db2b-b414-4114-ba25-286c2742ac41_16000.wav
509a36cf,6e71db2b-b414-4114-ba25-286c2742ac41,google,sub,घना,हानि,5.8,6.2,wav_files/6e71db2b-b414-4114-ba25-286c2742ac41_16000.wav
0b1c9cf6,6e71db2b-b414-4114-ba25-286c2742ac41,google,sub,लाभकर,लाभ,6.2,6.4,wav_files/6e71db2b-b414-4114-ba25-286c2742ac41_16000.wav
77e22e4f,6e71db2b-b414-4114-ba25-286c2742ac41,google,sub,है?,करें,6.4,7.9,wav_files/6e71db2b-b414-4114-ba25-286c2742ac41_16000.wav
e85a2a94,c9165e01-a2c8-4eeb-9e94-eae183bc92c7,google,sub,लाभकर,लाभ,5.6,5.9,wav_files/c9165e01-a2c8-4eeb-9e94-eae183bc92c7_16000.wav
2223b5dd,c9165e01-a2c8-4eeb-9e94-eae183bc92c7,google,sub,है?,करें,5.9,6.2,wav_files/c9165e01-a2c8-4eeb-9e94-eae183bc92c7_16000.wav
35cc94b0,9fa8182d-d82d-46f9-8ec3-b37f3945b2a4,google,sub,हरा,हां,0.0,0.8,wav_files/9fa8182d-d82d-46f9-8ec3-b37f3945b2a4_16000.wav
af5d160b,9fa8182d-d82d-46f9-8ec3-b37f3945b2a4,google,sub,छीनी,रश्मि,0.8,1.5,wav_files/9fa8182d-d82d-46f9-8ec3-b37f3945b2a4_16000.wav
501209cf,9fa8182d-d82d-46f9-8ec3-b37f3945b2a4,google,sub,छींटा,छोटा,3.4,3.8,wav_files/9fa8182d-d82d-46f9-8ec3-b37f3945b2a4_16000.wav
ed39b6bd,9fa8182d-d82d-46f9-8ec3-b37f3945b2a4,google,sub,है?,है,4.1,4.3,wav_files/9fa8182d-d82d-46f9-8ec3-b37f3945b2a4_16000.wav
cfe9d0ff,3f622cb3-a4af-49eb-8010-9503c15ee9b7,google,sub,लगाएं?,लगाएं,4.4,4.9,wav_files/3f622cb3-a4af-49eb-8010-9503c15ee9b7_16000.wav
62490889,b015c968-4527-4126-86f9-b6b09a0439f4,google,sub,पत्ती,पति,5.6,6.4,wav_files/b015c968-4527-4126-86f9-b6b09a0439f4_16000.wav
e94a0865,b015c968-4527-4126-86f9-b6b09a0439f4,google,sub,है।,है,8.5,8.7,wav_files/b015c968-4527-4126-86f9-b6b09a0439f4_16000.wav
3acefae1,b015c968-4527-4126-86f9-b6b09a0439f4,google,sub,यह,या,11.7,12.1,wav_files/b015c968-4527-4126-86f9-b6b09a0439f4_16000.wav
9eaf133b,b015c968-4527-4126-86f9-b6b09a0439f4,google,sub,इसका,उसका,13.5,13.7,wav_files/b015c968-4527-4126-86f9-b6b09a0439f4_16000.wav
739bf742,b015c968-4527-4126-86f9-b6b09a0439f4,google,sub,है?,है,14.1,14.7,wav_files/b015c968-4527-4126-86f9-b6b09a0439f4_16000.wav
02d5a3fe,7e05488d-b42d-4b1f-ad7f-3a67ca4c7752,google,sub,है?,है,2.9,3.1,wav_files/7e05488d-b42d-4b1f-ad7f-3a67ca4c7752_16000.wav
01574ac4,1b59cb4e-0bfa-4a46-b12f-7836793c31ba,google,del,है,,0.0,4.833,wav_files/1b59cb4e-0bfa-4a46-b12f-7836793c31ba_16000.wav
c5b45067,1b59cb4e-0bfa-4a46-b12f-7836793c31ba,google,sub,दवा।,दावा,3.3,3.5,wav_files/1b59cb4e-0bfa-4a46-b12f-7836793c31ba_16000.wav
4e33ad51,1f2212e6-e889-4d23-b0c7-997188acdbec,google,sub,है?,है,3.5,3.5,wav_files/1f2212e6-e889-4d23-b0c7-997188acdbec_16000.wav
0b681108,023a56de-343c-4ffa-ade5-c209a016d074,google,sub,"है,",है,2.0,2.2,wav_files/023a56de-343c-4ffa-ade5-c209a016d074_16000.wav
f0f73554,023a56de-343c-4ffa-ade5-c209a016d074,google,sub,इससे,इसे,2.2,2.5,wav_files/023a56de-343c-4ffa-ade5-c209a016d074_16000.wav
15dcf402,023a56de-343c-4ffa-ade5-c209a016d074,google,sub,करें?,करें,3.1,3.4,wav_files/023a56de-343c-4ffa-ade5-c209a016d074_16000.wav
15a40a4e,23380d80-4e31-4c4f-94fd-cf397fef75b9,google,sub,मसूर,मशहूर,0.0,1.7,wav_files/23380d80-4e31-4c4f-94fd-cf397fef75b9_16000.wav
f7706d1f,23380d80-4e31-4c4f-94fd-cf397fef75b9,google,sub,करें?,करें,3.6,4.2,wav_files/23380d80-4e31-4c4f-94fd-cf397fef75b9_16000.wav
aa8fb7b3,ee22be39-6d7c-40be-929b-61cb72f3248a,google,sub,बागवानी,भवानी,2.9,3.4,wav_files/ee22be39-6d7c-40be-929b-61cb72f3248a_16000.wav
bccd376f,ee22be39-6d7c-40be-929b-61cb72f3248a,google,sub,करें?,करें,3.8,4.1,wav_files/ee22be39-6d7c-40be-929b-61cb72f3248a_16000.wav
73d6ed43,4d2b9458-f25b-45fc-bdf4-df9bbae70632,google,sub,अमरूद,अमृत,2.3,2.9,wav_files/4d2b9458-f25b-45fc-bdf4-df9bbae70632_16000.wav
e5b633e3,4d2b9458-f25b-45fc-bdf4-df9bbae70632,google,sub,लगाएं?,लगाएं,4.1,4.4,wav_files/4d2b9458-f25b-45fc-bdf4-df9bbae70632_16000.wav
daf71650,62e933d1-9608-4baf-9e2f-e941d3e65b98,google,sub,ईंख,एक,0.0,1.5,wav_files/62e933d1-9608-4baf-9e2f-e941d3e65b98_16000.wav
3a49c01c,62e933d1-9608-4baf-9e2f-e941d3e65b98,google,sub,का,हफ्ता,1.5,2.2,wav_files/62e933d1-9608-4baf-9e2f-e941d3e65b98_16000.wav
8d93e42c,62e933d1-9608-4baf-9e2f-e941d3e65b98,google,sub,करें?,करें,3.1,3.4,wav_files/62e933d1-9608-4baf-9e2f-e941d3e65b98_16000.wav
7c1e755a,5625b370-ce84-46f2-9bb3-b9854cd3fda3,google,sub,करें?,करें,3.8,4.6,wav_files/5625b370-ce84-46f2-9bb3-b9854cd3fda3_16000.wav
2b0f2099,9005649b-05dc-43ad-b408-ea69bb1be61a,google,ins,,मिला,1.8,2.0,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
c0131e2c,9005649b-05dc-43ad-b408-ea69bb1be61a,google,sub,लाही,ही,2.0,2.1,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
63adbcc9,9005649b-05dc-43ad-b408-ea69bb1be61a,google,sub,"है,",है,2.7,2.9,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
d3035ba9,9005649b-05dc-43ad-b408-ea69bb1be61a,google,sub,कौन,तो,2.9,3.0,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
ac747f8e,9005649b-05dc-43ad-b408-ea69bb1be61a,google,sub,सी,उचित,3.0,3.7,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
931655a3,9005649b-05dc-43ad-b408-ea69bb1be61a,google,sub,दवा,हो,3.7,3.8,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
66567eca,9005649b-05dc-43ad-b408-ea69bb1be61a,google,sub,छिटाय,चुका,3.8,4.1,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
84b840b8,9005649b-05dc-43ad-b408-ea69bb1be61a,google,sub,?,होगा,4.1,4.3,wav_files/9005649b-05dc-43ad-b408-ea69bb1be61a_16000.wav
33eabdbb,790da15c-f452-4639-87cf-1d14de6521d6,google,sub,करें?,करें,3.6,4.1,wav_files/790da15c-f452-4639-87cf-1d14de6521d6_16000.wav
660ebd77,b63d5054-cbf8-4d04-9afb-0b3b850f48ef,google,sub,इस,किस,2.2,2.4,wav_files/b63d5054-cbf8-4d04-9afb-0b3b850f48ef_16000.wav
81ea448a,b63d5054-cbf8-4d04-9afb-0b3b850f48ef,google,sub,है।,है,3.8,3.9,wav_files/b63d5054-cbf8-4d04-9afb-0b3b850f48ef_16000.wav
ba8afd14,4c688c76-d8dc-4df5-bced-9333e3d9334a,google,sub,लौंग,लोंग,0.0,1.6,wav_files/4c688c76-d8dc-4df5-bced-9333e3d9334a_16000.wav
745ba8d9,4c688c76-d8dc-4df5-bced-9333e3d9334a,google,sub,करें?,करें,2.6,3.2,wav_files/4c688c76-d8dc-4df5-bced-9333e3d9334a_16000.wav
9428e066,5ab1d25d-2604-4412-b149-770e6654f13c,google,sub,करें?,करें,2.3,3.0,wav_files/5ab1d25d-2604-4412-b149-770e6654f13c_16000.wav
e3f84d6f,ad6e8a45-c758-4b67-9981-25ad05ed1fa7,google,sub,भैंस,भावेश,0.0,1.5,wav_files/ad6e8a45-c758-4b67-9981-25ad05ed1fa7_16000.wav
00da3f62,ad6e8a45-c758-4b67-9981-25ad05ed1fa7,google,sub,है?,है,2.9,3.1,wav_files/ad6e8a45-c758-4b67-9981-25ad05ed1fa7_16000.wav
434570b3,d2e52b4d-ae67-4e9e-806e-f97cecd7f149,google,sub,होगा,हो,2.6,2.7,wav_files/d2e52b4d-ae67-4e9e-806e-f97cecd7f149_16000.wav
b92a4778,d2e52b4d-ae67-4e9e-806e-f97cecd7f149,google,sub,ए,गया,2.7,3.0,wav_files/d2e52b4d-ae67-4e9e-806e-f97cecd7f149_16000.wav
c17b4f33,d2e52b4d-ae67-4e9e-806e-f97cecd7f149,google,sub,बारी?,मुझे,3.0,3.2,wav_files/d2e52b4d-ae67-4e9e-806e-f97cecd7f149_16000.wav
2bbab63e,b743a956-56fb-4ac9-b361-c8672d0092b5,google,sub,गेंहू,ना,0.0,2.7,wav_files/b743a956-56fb-4ac9-b361-c8672d0092b5_16000.wav
20c9bd85,b743a956-56fb-4ac9-b361-c8672d0092b5,google,del,"है,",,0.0,8.594,wav_files/b743a956-56fb-4ac9-b361-c8672d0092b5_16000.wav
661efe38,b743a956-56fb-4ac9-b361-c8672d0092b5,google,sub,उपाय,है,3.8,4.2,wav_files/b743a956-56fb-4ac9-b361-c8672d0092b5_16000.wav
5e17f7a2,b743a956-56fb-4ac9-b361-c8672d0092b5,google,sub,बताएं।,बताएं,4.2,5.5,wav_files/b743a956-56fb-4ac9-b361-c8672d0092b5_16000.wav
1acf134a,fefd3dda-15bf-44df-80d0-0c746787d7f7,google,sub,है?,है,2.8,3.2,wav_files/fefd3dda-15bf-44df-80d0-0c746787d7f7_16000.wav
26159c24,66f21c59-3b59-470a-a940-327cfd2293f8,google,sub,की,के,0.8,1.0,wav_files/66f21c59-3b59-470a-a940-327cfd2293f8_16000.wav
551e03af,66f21c59-3b59-470a-a940-327cfd2293f8,google,sub,जांच,जाल,1.0,1.2,wav_files/66f21c59-3b59-470a-a940-327cfd2293f8_16000.wav
756b703b,66f21c59-3b59-470a-a940-327cfd2293f8,google,ins,,करोगे,1.3,1.8,wav_files/66f21c59-3b59-470a-a940-327cfd2293f8_16000.wav
3953cd5d,66f21c59-3b59-470a-a940-327cfd2293f8,google,sub,करवाइए,यह,1.8,1.9,wav_files/66f21c59-3b59-470a-a940-327cfd2293f8_16000.wav
631424b9,66f21c59-3b59-470a-a940-327cfd2293f8,google,sub,गूगल?,गूगल,1.9,2.2,wav_files/66f21c59-3b59-470a-a940-327cfd2293f8_16000.wav
997ef121,96794fa7-423c-44e0-abc8-eb37b9047e74,google,sub,है?,है,2.8,3.0,wav_files/96794fa7-423c-44e0-abc8-eb37b9047e74_16000.wav
9e93ed0e,0043c04f-1836-46af-87c9-710a66f03ab9,google,sub,करें?,करें,2.3,3.0,wav_files/0043c04f-1836-46af-87c9-710a66f03ab9_16000.wav
82cba0b2,fbbb8386-58f5-4a2d-a648-f01e1f22bcc8,google,sub,पौधे,पौधा,1.8,2.2,wav_files/fbbb8386-58f5-4a2d-a648-f01e1f22bcc8_16000.wav
f7caed59,fbbb8386-58f5-4a2d-a648-f01e1f22bcc8,google,sub,रोपा,रूपा,3.4,3.6,wav_files/fbbb8386-58f5-4a2d-a648-f01e1f22bcc8_16000.wav
860bbdf5,fbbb8386-58f5-4a2d-a648-f01e1f22bcc8,google,sub,जाये,जाए,3.6,3.9,wav_files/fbbb8386-58f5-4a2d-a648-f01e1f22bcc8_16000.wav
9a00a61b,fbbb8386-58f5-4a2d-a648-f01e1f22bcc8,google,sub,है।,है,4.6,5.0,wav_files/fbbb8386-58f5-4a2d-a648-f01e1f22bcc8_16000.wav
1b34d5dd,194f22d7-1edd-4953-89ea-be1ae1a4298e,google,sub,दे?,दे,2.5,2.7,wav_files/194f22d7-1edd-4953-89ea-be1ae1a4298e_16000.wav
ab69894d,e96f4ac0-a917-44a7-8e6f-2c084d776840,google,sub,कुआ,व,0.0,0.5,wav_files/e96f4ac0-a917-44a7-8e6f-2c084d776840_16000.wav
894c13f7,e96f4ac0-a917-44a7-8e6f-2c084d776840,google,sub,बताएं।,बताएं,1.6,2.0,wav_files/e96f4ac0-a917-44a7-8e6f-2c084d776840_16000.wav
6942ac70,158401a0-d00f-4cb2-95d5-5388ea7f68bb,google,sub,है?,है,4.0,4.0,wav_files/158401a0-d00f-4cb2-95d5-5388ea7f68bb_16000.wav
c4dadeda,cb6e2374-8956-4149-8516-1f50a2bd4388,google,sub,रोपने,रोकने,1.4,1.9,wav_files/cb6e2374-8956-4149-8516-1f50a2bd4388_16000.wav
1754406a,cb6e2374-8956-4149-8516-1f50a2bd4388,google,sub,बताएं।,बताएं,2.4,2.9,wav_files/cb6e2374-8956-4149-8516-1f50a2bd4388_16000.wav
b6f964d5,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,मतलब,0.0,0.6,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
daba3817,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,कुछ,0.6,0.7,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
4d8bc388,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,और,0.7,0.9,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
6161d0a7,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,था,0.9,1.1,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
46174326,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,तो,1.1,1.5,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
57a03e45,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,कृपया,1.5,1.7,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
c0f1ca79,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,स्पष्ट,1.7,1.9,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
b7ec27de,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,करें,1.9,2.3,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
229dab06,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,ins,,और,2.3,2.7,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
167fb426,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,sub,आम,मैं,2.7,2.8,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
b4d7508e,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,sub,में,आपकी,2.8,3.1,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
c7abd99b,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,sub,कौन,सहायता,3.1,3.2,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
c567116d,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,sub,सा,करने,3.2,3.8,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
4f830eb0,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,sub,छिड़काव,की,3.8,4.0,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
c963007c,c2cf2a2d-d685-40a6-991c-cc31c3dfb626,google,sub,करें?,मशीन,4.0,4.5,wav_files/c2cf2a2d-d685-40a6-991c-cc31c3dfb626_16000.wav
061e6a52,6a219034-1ad7-48dd-9217-337abaae30e8,google,sub,बताएं।,बताएं,2.3,3.2,wav_files/6a219034-1ad7-48dd-9217-337abaae30e8_16000.wav
68feb517,2de07d26-ae87-4b19-b0bc-79e5f30fc1cd,google,del,फल,,0.0,6.854,wav_files/2de07d26-ae87-4b19-b0bc-79e5f30fc1cd_16000.wav
1aa9466d,2de07d26-ae87-4b19-b0bc-79e5f30fc1cd,google,del,रहा,,0.0,6.854,wav_files/2de07d26-ae87-4b19-b0bc-79e5f30fc1cd_16000.wav
c2fcdc0e,2de07d26-ae87-4b19-b0bc-79e5f30fc1cd,google,sub,"है,",पाता,2.6,3.2,wav_files/2de07d26-ae87-4b19-b0bc-79e5f30fc1cd_16000.wav
9396eb3a,2de07d26-ae87-4b19-b0bc-79e5f30fc1cd,google,sub,उपाय।,उपाय,3.6,3.9,wav_files/2de07d26-ae87-4b19-b0bc-79e5f30fc1cd_16000.wav
56a1e3cd,dfe561ad-0c96-404e-9683-b090ae7e92ff,google,sub,है?,है,2.8,3.2,wav_files/dfe561ad-0c96-404e-9683-b090ae7e92ff_16000.wav
93550f61,f5714723-45d8-4dcc-aad9-d215a9d763ff,google,sub,है?,है,2.5,2.9,wav_files/f5714723-45d8-4dcc-aad9-d215a9d763ff_16000.wav
b6479f44,c97d031f-231a-4b29-80a1-3870677881f5,google,ins,,हेलो,0.4,6.5,wav_files/c97d031f-231a-4b29-80a1-3870677881f5_16000.wav
ebba2d0e,c97d031f-231a-4b29-80a1-3870677881f5,google,ins,,कहां,8.4,8.6,wav_files/c97d031f-231a-4b29-80a1-3870677881f5_16000.wav
22f96216,c97d031f-231a-4b29-80a1-3870677881f5,google,sub,!,से,8.6,8.6,wav_files/c97d031f-231a-4b29-80a1-3870677881f5_16000.wav
a6a94871,c97d031f-231a-4b29-80a1-3870677881f5,google,sub,केला,अकेला,8.6,12.6,wav_files/c97d031f-231a-4b29-80a1-3870677881f5_16000.wav
132eb179,c97d031f-231a-4b29-80a1-3870677881f5,google,del,है?,,0.0,27.413,wav_files/c97d031f-231a-4b29-80a1-3870677881f5_16000.wav
d7ebdc95,c97d031f-231a-4b29-80a1-3870677881f5,google,sub,<unintelligible>,है,13.4,13.7,wav_files/c97d031f-231a-4b29-80a1-3870677881f5_16000.wav
c944f431,c97d031f-231a-4b29-80a1-3870677881f5,google,sub,लगाय।,किरण,19.3,24.1,wav_files/c97d031f-231a-4b29-80a1-3870677881f5_16000.wav
79f1a248,6995df96-f053-4baa-a080-b4cf36dfeef3,google,sub,कीड़ा,किया,1.6,1.9,wav_files/6995df96-f053-4baa-a080-b4cf36dfeef3_16000.wav
b62a32ec,6995df96-f053-4baa-a080-b4cf36dfeef3,google,sub,लग,न,1.9,2.1,wav_files/6995df96-f053-4baa-a080-b4cf36dfeef3_16000.wav
a01fe969,6995df96-f053-4baa-a080-b4cf36dfeef3,google,sub,गया,दिया,2.1,2.3,wav_files/6995df96-f053-4baa-a080-b4cf36dfeef3_16000.wav
7c4e9b30,6995df96-f053-4baa-a080-b4cf36dfeef3,google,sub,"है,",है,2.3,2.5,wav_files/6995df96-f053-4baa-a080-b4cf36dfeef3_16000.wav
f817fc6f,6995df96-f053-4baa-a080-b4cf36dfeef3,google,sub,बताएं।,बताएं,2.8,3.2,wav_files/6995df96-f053-4baa-a080-b4cf36dfeef3_16000.wav
5edf40f2,16627154-760c-4ec3-a6a6-1479d1b3c796,google,sub,आड़,गांड,1.0,1.2,wav_files/16627154-760c-4ec3-a6a6-1479d1b3c796_16000.wav
4a44e486,16627154-760c-4ec3-a6a6-1479d1b3c796,google,del,घाव,,0.0,2.833,wav_files/16627154-760c-4ec3-a6a6-1479d1b3c796_16000.wav
54a77ad9,16627154-760c-4ec3-a6a6-1479d1b3c796,google,sub,हो,दिखाओ,1.3,1.7,wav_files/16627154-760c-4ec3-a6a6-1479d1b3c796_16000.wav
6b726c06,16627154-760c-4ec3-a6a6-1479d1b3c796,google,del,"है,",,0.0,2.833,wav_files/16627154-760c-4ec3-a6a6-1479d1b3c796_16000.wav
491a4f66,16627154-760c-4ec3-a6a6-1479d1b3c796,google,sub,दवाई!,दवाई,2.0,2.4,wav_files/16627154-760c-4ec3-a6a6-1479d1b3c796_16000.wav
474be2fe,d0519d59-43d3-40ef-99f0-4f138eb9b48d,google,sub,करें?,करें,1.7,2.0,wav_files/d0519d59-43d3-40ef-99f0-4f138eb9b48d_16000.wav
654137eb,b2fb1b16-d67d-45e7-934d-5cb3c141fcf9,google,sub,तिल,स्टील,0.0,1.0,wav_files/b2fb1b16-d67d-45e7-934d-5cb3c141fcf9_16000.wav
97942b69,b2fb1b16-d67d-45e7-934d-5cb3c141fcf9,google,sub,बीमारियाँ,बीमारी,2.3,2.6,wav_files/b2fb1b16-d67d-45e7-934d-5cb3c141fcf9_16000.wav
04abc60d,b2fb1b16-d67d-45e7-934d-5cb3c141fcf9,google,sub,हैं?,है,2.9,3.0,wav_files/b2fb1b16-d67d-45e7-934d-5cb3c141fcf9_16000.wav
fe15e48b,18c05c81-d131-4fd8-be05-a0e95936440a,google,sub,पे,पर,1.6,2.0,wav_files/18c05c81-d131-4fd8-be05-a0e95936440a_16000.wav
d4ca43e6,18c05c81-d131-4fd8-be05-a0e95936440a,google,sub,है?,है,2.9,3.3,wav_files/18c05c81-d131-4fd8-be05-a0e95936440a_16000.wav
1768d4b7,c8f748eb-193d-4b62-b5c5-a1598b8fcee9,google,sub,मटर,मोटर,0.0,1.3,wav_files/c8f748eb-193d-4b62-b5c5-a1598b8fcee9_16000.wav
2a36fa2d,c8f748eb-193d-4b62-b5c5-a1598b8fcee9,google,sub,की,का,1.3,1.5,wav_files/c8f748eb-193d-4b62-b5c5-a1598b8fcee9_16000.wav
69c4acc7,c8f748eb-193d-4b62-b5c5-a1598b8fcee9,google,sub,करें?,करें,2.0,2.4,wav_files/c8f748eb-193d-4b62-b5c5-a1598b8fcee9_16000.wav
372eb7d1,f7c4a625-4574-4874-8ed7-64945fb4a548,google,sub,है?,है,7.0,7.2,wav_files/f7c4a625-4574-4874-8ed7-64945fb4a548_16000.wav
0f723f46,aeb8958d-720e-43f8-a479-adcf811433ca,google,del,फ्रेश,,0.0,7.534,wav_files/aeb8958d-720e-43f8-a479-adcf811433ca_16000.wav
