_id,uid,model,error_type,ref_word,hyp_word,start_time,end_time,clip_path
8aa15b5e,19J7Z-cDxfy96nZ_sax55jqgRluETTrwR,azure,sub,ହେଇଥିଲା?,ହେଇଥିଲା,7.79,8.15,wav_files/odiya/19J7Z-cDxfy96nZ_sax55jqgRluETTrwR_16000.wav
12d50926,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,ଗତ,ଗତବର୍ଷ,0.11,0.67,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
484d119d,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,ବର୍ଷ,ବି,0.67,0.87,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
39d0dd58,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,ଭିତ,ତ,0.87,1.07,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
0379396c,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,ହେଇଥିଲା,ହୋଇଥିଲା,1.27,1.83,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
d4888587,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,ଝଡି଼ଗଲା,ଝଡ଼ିଗଲା,2.15,2.95,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
c5cbbbda,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,ଫଳ,ବଡ଼,3.11,3.39,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
30ddadd4,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,କ୍ଷେତି,କ୍ଷତି,4.47,4.87,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
09463347,1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW,azure,sub,ହେଇଥିଲା।,ହୋଇଥିଲା,5.07,5.47,wav_files/odiya/1YEyXxi4P-1RqNQUyi7eGZpF60nT1sTyW_16000.wav
a509ba0e,1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46,azure,del,ଗତ,,0.0,2.37,wav_files/odiya/1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46_16000.wav
e59ed484,1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46,azure,del,ବର୍ଷ,,0.0,2.37,wav_files/odiya/1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46_16000.wav
f00debaf,1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46,azure,sub,କଣ,ଗତବର୍ଷଗଣ,0.11,0.95,wav_files/odiya/1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46_16000.wav
d53688c7,1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46,azure,ins,,ପକାଇ,1.59,1.87,wav_files/odiya/1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46_16000.wav
5f39c02e,1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46,azure,sub,ପକେଇ,ନ,1.87,2.07,wav_files/odiya/1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46_16000.wav
a3d7cce4,1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46,azure,sub,ନଥିଲ?,ଥିଲେ,2.07,2.27,wav_files/odiya/1OOsJN5oT5BH7w59-aBGQ-enHi8JSwR46_16000.wav
3e7dd5c8,1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL,azure,sub,ଗତ,ଏ,0.55,0.59,wav_files/odiya/1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL_16000.wav
98af6170,1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL,azure,sub,ଦୁକାନରୁ,ଦୋକାନରୁ,1.03,1.71,wav_files/odiya/1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL_16000.wav
46bfe045,1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL,azure,sub,ଔଷଧ,ଅସଦା,2.23,2.55,wav_files/odiya/1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL_16000.wav
1cfeb052,1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL,azure,ins,,ପକେଇ,3.11,3.27,wav_files/odiya/1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL_16000.wav
6191944e,1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL,azure,sub,ପକେଇଥିଲୁ,ଦେଲେ,3.27,3.63,wav_files/odiya/1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL_16000.wav
a9111854,1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL,azure,del,ନାହିଁ।,,0.0,4.9,wav_files/odiya/1uIsHVScjRdHoi8oe_QjX0I60zN7GVYGL_16000.wav
39db796e,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,sub,ଭିତ,ଭିତରେ,0.51,0.75,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
8e84e854,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,sub,କରିଚ?,କରିଛ,1.07,1.51,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
481eb2a3,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,sub,କୋଉ,କଉ,1.99,2.27,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
f1868c56,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,ins,,ଭାବିଛ,3.15,3.55,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
d60e72e4,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,ins,,କୌ,2.03,2.11,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
55e4b9c8,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,ins,,ଔଷଧ,2.11,2.51,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
9efb306f,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,ins,,ତ,0.63,0.71,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
d22214d1,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,ins,,ଚାଷ,0.71,1.07,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
5ddbc127,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,ins,,କୋଉ,1.91,2.27,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
61d5d061,1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba,azure,sub,ଭାବିଚ?,ବୋଲି,2.99,3.15,wav_files/odiya/1zkrg50As_kh6x7QQOsxY2FNvsmR3Q7Ba_16000.wav
f86a6fc4,1y1SsnFmSdl21U5uzA89ZOPBxKsL9EuDh,azure,ins,,ଭାବ,2.23,2.47,wav_files/odiya/1y1SsnFmSdl21U5uzA89ZOPBxKsL9EuDh_16000.wav
3ef92e74,1y1SsnFmSdl21U5uzA89ZOPBxKsL9EuDh,azure,sub,ଭାବୁଚି।,ପକେଇବା,1.55,2.03,wav_files/odiya/1y1SsnFmSdl21U5uzA89ZOPBxKsL9EuDh_16000.wav
a1baad8e,1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv,azure,sub,ତମକୁ,ତୁମକୁ,0.35,0.87,wav_files/odiya/1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv_16000.wav
116cd5ae,1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv,azure,ins,,ଶିଖାଇଦେବି,1.39,1.87,wav_files/odiya/1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv_16000.wav
d19dcaae,1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv,azure,sub,ଶିଖେଇଦେବି,ତୁମେ,1.87,2.15,wav_files/odiya/1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv_16000.wav
9276d7cb,1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv,azure,sub,ତମେ,ତିଆରି,2.15,2.43,wav_files/odiya/1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv_16000.wav
3744dcb5,1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv,azure,sub,ତିଆରିବ,ହେବ,2.43,2.55,wav_files/odiya/1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv_16000.wav
0e54317c,1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv,azure,sub,ତ?,ତ,2.55,2.79,wav_files/odiya/1zVsMxsRAlKSSSSo1KeBE6RpzHntTgYUv_16000.wav
da7e5013,1qkJoP_7-QuABtsznZK6K1K7c6oj2067x,azure,del,ଘରେ,,0.0,1.54,wav_files/odiya/1qkJoP_7-QuABtsznZK6K1K7c6oj2067x_16000.wav
0a1be113,1qkJoP_7-QuABtsznZK6K1K7c6oj2067x,azure,del,କଥା,,0.0,1.54,wav_files/odiya/1qkJoP_7-QuABtsznZK6K1K7c6oj2067x_16000.wav
31133c16,1qkJoP_7-QuABtsznZK6K1K7c6oj2067x,azure,sub,ହେବା।,ଉମରକତା,0.51,1.23,wav_files/odiya/1qkJoP_7-QuABtsznZK6K1K7c6oj2067x_16000.wav
675360eb,1ahYi1Ck88ZN6dCaWlcTt3ZO2GHfi4G1x,azure,del,ହୋଉ,,0.0,0.71,wav_files/odiya/1ahYi1Ck88ZN6dCaWlcTt3ZO2GHfi4G1x_16000.wav
a60703bb,1ahYi1Ck88ZN6dCaWlcTt3ZO2GHfi4G1x,azure,sub,ଠିକ,ଥାଉ,0.15,0.51,wav_files/odiya/1ahYi1Ck88ZN6dCaWlcTt3ZO2GHfi4G1x_16000.wav
011a0a7d,1ahYi1Ck88ZN6dCaWlcTt3ZO2GHfi4G1x,azure,sub,ଅଛି।,ଥୋଉ,0.19,0.51,wav_files/odiya/1ahYi1Ck88ZN6dCaWlcTt3ZO2GHfi4G1x_16000.wav
bb6ba26d,1o0nNdZtkM6K20JhzceOfmPbfmyDDKiFd,azure,sub,ଚାଲ।,ଆମ,0.23,0.31,wav_files/odiya/1o0nNdZtkM6K20JhzceOfmPbfmyDDKiFd_16000.wav
cf546dba,10pL5J9HF4hPGwEndwuMsaUwVXr5SuG-e,azure,del,No,,0.0,4.4,wav_files/odiya/10pL5J9HF4hPGwEndwuMsaUwVXr5SuG-e_16000.wav
f84ab1ba,10pL5J9HF4hPGwEndwuMsaUwVXr5SuG-e,azure,del,Transcription,,0.0,4.4,wav_files/odiya/10pL5J9HF4hPGwEndwuMsaUwVXr5SuG-e_16000.wav
78243fcc,10pL5J9HF4hPGwEndwuMsaUwVXr5SuG-e,azure,del,Available,,0.0,4.4,wav_files/odiya/10pL5J9HF4hPGwEndwuMsaUwVXr5SuG-e_16000.wav
6efd6a6a,1fl63ZfWxgNWVwx8M6ilV9wpMH99clq7R,azure,del,ଯୋଉ,,0.0,4.63,wav_files/odiya/1fl63ZfWxgNWVwx8M6ilV9wpMH99clq7R_16000.wav
8c51351e,1fl63ZfWxgNWVwx8M6ilV9wpMH99clq7R,azure,sub,ମୁଁ,ଯମ,0.59,1.11,wav_files/odiya/1fl63ZfWxgNWVwx8M6ilV9wpMH99clq7R_16000.wav
196d4960,1fl63ZfWxgNWVwx8M6ilV9wpMH99clq7R,azure,sub,ବର୍ଦ୍ଧକ।,ବର୍ଦ୍ଧକ,3.95,4.47,wav_files/odiya/1fl63ZfWxgNWVwx8M6ilV9wpMH99clq7R_16000.wav
273ee63c,1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu,azure,ins,,ଗୋ,2.39,2.51,wav_files/odiya/1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu_16000.wav
0daf422a,1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu,azure,sub,ଗୋମୂତ୍ର,ମୁତ୍ର,2.51,2.95,wav_files/odiya/1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu_16000.wav
4881be40,1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu,azure,sub,"ଲିଟର,",ଲିଟର,3.11,3.59,wav_files/odiya/1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu_16000.wav
586421cb,1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu,azure,sub,ସ୍ପ୍ରେୟର,ସ୍ପେର,7.15,7.79,wav_files/odiya/1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu_16000.wav
a328d22b,1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu,azure,sub,ଦରକାର।,ପ୍ରକାର,8.51,8.99,wav_files/odiya/1kldtv5PWJfAzQogm-ejXRmG4I39PQhgu_16000.wav
d21a9d26,1gcaLSTrJIttou7zb4M10KlxSevwh9taV,azure,sub,ଜିନଷ,ଜିନିଷ,0.79,0.99,wav_files/odiya/1gcaLSTrJIttou7zb4M10KlxSevwh9taV_16000.wav
10685adc,1gcaLSTrJIttou7zb4M10KlxSevwh9taV,azure,del,ଅଛି।,,0.0,3.61,wav_files/odiya/1gcaLSTrJIttou7zb4M10KlxSevwh9taV_16000.wav
7003c6db,1gcaLSTrJIttou7zb4M10KlxSevwh9taV,azure,del,ମୁଁ,,0.0,3.61,wav_files/odiya/1gcaLSTrJIttou7zb4M10KlxSevwh9taV_16000.wav
e29dc49e,1gcaLSTrJIttou7zb4M10KlxSevwh9taV,azure,del,ନେଇ,,0.0,3.61,wav_files/odiya/1gcaLSTrJIttou7zb4M10KlxSevwh9taV_16000.wav
34b74bed,1gcaLSTrJIttou7zb4M10KlxSevwh9taV,azure,del,ଆଣୁ,,0.0,3.61,wav_files/odiya/1gcaLSTrJIttou7zb4M10KlxSevwh9taV_16000.wav
71606e4d,1gcaLSTrJIttou7zb4M10KlxSevwh9taV,azure,sub,ଆସିଛି।,ଅଛି,1.71,1.83,wav_files/odiya/1gcaLSTrJIttou7zb4M10KlxSevwh9taV_16000.wav
55b3ad3e,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,sub,ଯୋଉ,ଯୋ,0.19,0.43,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
bd6a7634,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,ins,,ଆଣି,0.83,1.07,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
5353f4fe,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,sub,ଆଣିଛ,ଯେ,1.07,1.23,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
8416e0c1,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,sub,"ପାଣି,",ପାଣି,1.91,2.35,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
4b327d1d,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,ins,,ଗୋ,3.03,3.15,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
de840af9,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,sub,ଗୋମୂତ୍ର,ମୁଦ୍ର,3.15,3.67,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
f76b4b8e,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,sub,ଢ଼ାଳି,ଢାଳି,6.11,6.35,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
8c898240,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,sub,ଗୁଲେଇ,ଗୁଳେଇ,7.31,7.67,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
12996cda,1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3,azure,sub,ରଖିଦବା।,ରଖିଦେବା,8.35,8.87,wav_files/odiya/1EXz24_EeTd3KyXCCSFdv3cX4CqaOnmq3_16000.wav
f17b08d8,1jkMeadWANQyN1OBtyq8hcuPXBm2DCm4Y,azure,sub,ବର୍ଦ୍ଧକକୁ,ବର୍ଧକକୁ,1.43,2.23,wav_files/odiya/1jkMeadWANQyN1OBtyq8hcuPXBm2DCm4Y_16000.wav
fdc0903d,1jkMeadWANQyN1OBtyq8hcuPXBm2DCm4Y,azure,ins,,କରିବା,4.75,5.07,wav_files/odiya/1jkMeadWANQyN1OBtyq8hcuPXBm2DCm4Y_16000.wav
0b7964e8,1jkMeadWANQyN1OBtyq8hcuPXBm2DCm4Y,azure,sub,କରିବା।,କୁ,1.67,2.23,wav_files/odiya/1jkMeadWANQyN1OBtyq8hcuPXBm2DCm4Y_16000.wav
addb761e,1PjnMW9-N6HP9CzKp8AY5ViuxUKxr27JZ,azure,sub,ସ୍ପ୍ରେ,ଏକ୍ସ୍ରେ,0.55,1.11,wav_files/odiya/1PjnMW9-N6HP9CzKp8AY5ViuxUKxr27JZ_16000.wav
d1e1fa07,1PjnMW9-N6HP9CzKp8AY5ViuxUKxr27JZ,azure,sub,ହବ?,ହେବ,2.23,2.43,wav_files/odiya/1PjnMW9-N6HP9CzKp8AY5ViuxUKxr27JZ_16000.wav
32e57d4a,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ଆକୁ,ତାକୁ,0.35,0.79,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
d0527d82,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ପକେଇଲେ,ପକାଇଲେ,0.79,1.47,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
bdf39cd3,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,ins,,ହେବ,2.99,3.43,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
7cdc0929,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ହବ।,ରୋଗ,3.43,3.75,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
8decf06a,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ରୋଗପୋକ,ପୋକ,3.75,4.07,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
1386201c,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ଲାଗିବନି।,ଲାଗିବନି,4.07,4.79,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
11fd1ca9,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ଝଡିବନି।,ଝଡିବନି,5.59,6.11,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
7ee76201,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ତମର,ତୋମର,6.67,7.15,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
2045c709,14jGR5eq3b6OdUWWFFku0UysYZeKwigS1,azure,sub,ହବ।,ହେବ,7.47,7.67,wav_files/odiya/14jGR5eq3b6OdUWWFFku0UysYZeKwigS1_16000.wav
90e300fd,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ଯୋଉ,ଯେଉଁ,0.79,0.95,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
c6feb2db,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,del,ବର୍ଦ୍ଧକ,,0.0,13.08,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
9c51640c,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ତରଭୁଜର,ତରଭୁଜରେ,3.23,3.83,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
cb2f6e4f,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,del,କରୁଛନ୍ତି,,0.0,13.08,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
5051e158,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ସବୁ,କରିଛନ୍ତି,5.31,5.99,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
2db32a25,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ଥିରେ,ସବୁଥିରେ,5.99,6.51,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
a954d419,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ପକେଇ,ପକାଇ,6.51,6.79,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
46bd1181,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ପରିବା।,ପାରିବା,6.79,7.19,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
a72a6b2d,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ପଡ଼ିଲାନି।,ପଡ଼ିଲାନି,8.91,9.55,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
9088d101,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ଏଠି,ଏଇଠି,10.15,10.47,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
1e5d6368,13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq,azure,sub,ତିଆରିକରି,ତିଆରି,12.03,12.39,wav_files/odiya/13DKQZaKNA7cMGIKqe0Yy6fLSoweVGjqq_16000.wav
